"Name","Address","Industry","Type","Est. of Ownership","National ID","SIC Code"
"Nairit Zavod ZAO","70 Bagratunyats str., YEREVAN, 0007, ARMENIA","Manufacturing","Corporation","1933","02228743 UNN","Mfg industrial inorganic chemicals (2819)"
"AZERBAYCAN RESPUBLIKASININ DOVLET NEFT SIRKETI","121 Heydar Aliev ave., BAKU, AZ1029, AZERBAIJAN","Mining","Corporation","1992","9900003871 VÖEN","Oil/gas well drilling (1381)"
"ARFARMATSIYA CJSC","56 Pushkin Str., 0002, Yerevan, AZERBAIJAN","Wholesale Trade","Corporation","1997","02505735 VÖEN","Whol drugs/sundries (5122)"
"AZNEFTKIMYAMASH OJSC.","57 H Aliyev Street, BAKU, A Z 1110, AZERBAIJAN","Wholesale Trade","Corporation","1935","9900012761 VÖEN","Whol petroleum products (5172)"
"Azpetrol Ltd MMC","15 Nobel ave., BAKU, AZERBAIJAN","Wholesale Trade","Corporation","1997","1700166231 VÖEN","Whol petroleum products (5172)"
"Azersu ASC","67 Moscow ave., BAKU, AZ 1012, AZERBAIJAN","Public Sector","Corporation","1995","9900001751 VÖEN","Air/water/waste management (9511)"
"AZEPETROL OIL COMPANY","593 Zardabi Avenue, BAKU, 370122, AZERBAIJAN","Retail Trade","Corporation","1997","674","Gasoline service station (5541)"
"AR DNS-NIN KOMPLEKS QAZMA ISLERI TRESTI","105 Agha Neymatulla str., BAKU, AZ1033, AZERBAIJAN","Mining","Unknown Type","2007","9900081351 VÖEN","Oil/gas well drilling (1381)"
"AZERBAYCAN RESPUBLIKASI DOVLET NEFT SIRKETININ AZERIKIMYA ISTEHSALAT BIRLIYI","86 Samed Vurgun Str., Sumgait, AZ5000, AZERBAIJAN","Manufacturing","Unknown Type","1993","9900001191 VÖEN","Mfg chemical preparations (2899)"
"AZERENERJI, ATSC","10 Abdulkarim Alizade str., BAKU, AZ1005, AZERBAIJAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1957","9900000421 VÖEN","Electric services (4911)"
"Barmek Azerbaijan Electricity Network Llc","20 Kazimzade Street, BAKU, AZ1008, AZERBAIJAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2001","1000","Electric services (4911)"
"AZERBAYCAN RESPUBLIKASININ DOVLET NEFT SIRKETI","121 Heydar Aliev ave., BAKU, AZ1029, AZERBAIJAN","Mining","Corporation","1992","9900003871 VÖEN","Oil/gas well drilling (1381)"
"Azersu ASC","67 Moscow ave., BAKU, AZ 1012, AZERBAIJAN","Public Sector","Corporation","1995","9900001751 VÖEN","Air/water/waste management (9511)"
"Azerbaycan Xazar Deniz Gemiciliyi, QSC","5 M. A. Rasulzade str., BAKU, AZ1005, AZERBAIJAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2014","1701579951 VÖEN","Foreign sea freight transportation (4412)"
"BAKI METROPOLITENI, QSC","16 M. Rafili str., BAKU, AZ1010, AZERBAIJAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1967","1402871431 VÖEN","Local passenger transportation (4119)"
"AZNEFTKIMYAMASH OJSC.","57 H Aliyev Street, BAKU, A Z 1110, AZERBAIJAN","Wholesale Trade","Corporation","1935","9900012761 VÖEN","Whol petroleum products (5172)"
"Akkord Industry Construction Investment Corporation ASC","Akkord Plaza, b/b 1937 Aga Nematulla str., BAKU, AZ1033, AZERBAIJAN","Construction","Corporation","2006","9900080711 VÖEN","Residential construction (1522)"
"Azerboru JSC","1 Sulh str., Sumgait, AZ5000, AZERBAIJAN","Manufacturing","Corporation","1947","9900058941 VÖEN","Mfg misc products (3999)"
"OBA MARKET, MMC","25C, 9-th district, Sumqait, AZ5001, AZERBAIJAN","Services","Corporation","2016","2903885001 VÖEN","Business services (7389)"
"Azerbaijan Medical University","14 A.Gasimzade street, BAKU, AZ1022, AZERBAIJAN","Services","Corporation","","1400457111 VÖEN","College/university (8221)"
"AZERBAYCAN DEMIR YOLLARI, QSC","230 D. Alieva str., BAKU, Az1010, AZERBAIJAN","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1995","9900007721 VÖEN","Railroad line-haul operator (4011)"
"PARFYUMERNO-KOSMETICHESKAYA FABRIKA, SOAO","d.6, korp.6, pom. 5, ul. Volodko, g.Minsk, BELARUS","Manufacturing","Unknown Type","1995","100092830 UNP","Mfg toilet preparations (2844)"
"MINSKOBLGAZ, UP","d.9 ul. Gurskogo, g.Minsk, BELARUS","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1958","100008077 UNP","Gas transmission/distribution (4923)"
"AgroElbest OOO","of. 203, 10 Biruzova str., MINSK, BELARUS","Wholesale Trade","Corporation","2008","1911025077 UNP","Whol farm/garden machinery (5083)"
"BELENERGO, GPO","d.17 ul. Shornaya, g.Minsk, BELARUS","Public Sector","Unknown Type","1997","101339243 UNP","Regulation/administrative utilities (9631)"
"MINSKENERGO, RUP","d.24 ul. Aranskaya, g.Minsk, BELARUS","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1991","100071593 UNP","Electric services (4911)"
"BELPOCHTA, RUP","d.10 pl. Nezavisimosti, g.Minsk, BELARUS","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1993","101015738 UNP","Local trucking operator (4212)"
"MOZYRSKI NPZ, OAO","Mozyr, 247760, BELARUS","Manufacturing","Corporation","1975","148671 OKPO","Petroleum refiner (2911)"
"NAFTAN, OAO","Novopolotsk, 211441, BELARUS","Manufacturing","Corporation","1992","05778477 OKPO","Petroleum refiner (2911)"
"BELTOPGAZ, GPO","d.14 ul. K. Marksa, g.Minsk, 220030, BELARUS","Public Sector","Unknown Type","1992","100299808 UNP","Regulation/administrative utilities (9631)"
"AGROKOMBINAT SKIDELSKI, OAO","d.1 ul. Promyshlennaya, g.Skidel, BELARUS","Manufacturing","Corporation","1997","500030539 UNP","Mfg prepared feeds (2048)"
"BELORUSSKAYA ZHELEZNAYA DOROGA, GO","d.17 ul. Lenina, g. Minsk, 220030, BELARUS","Transportation, Communications, Electric, Gas, and Sanitary Services","Unknown Type","1993","100088574 UNP","Railroad line-haul operator (4011)"
"BELENERGO, GPO","d.17 ul. Shornaya, g.Minsk, BELARUS","Public Sector","Unknown Type","1997","101339243 UNP","Regulation/administrative utilities (9631)"
"EVROTORG, OOO","d.52a, kom. 22, ul. Kazintsa, g.Minsk, BELARUS","Retail Trade","Corporation","1996","101168731 UNP","Ret groceries (5411)"
"BELPOCHTA, RUP","d.10 pl. Nezavisimosti, g.Minsk, BELARUS","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1993","101015738 UNP","Local trucking operator (4212)"
"BELTELEKOM, RUP","d.6 ul. Fridrikha Engelsa, g.Minsk, BELARUS","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1995","101007741 UNP","Telephone communications (4813)"
"BELTOPGAZ, GPO","d.14 ul. K. Marksa, g.Minsk, 220030, BELARUS","Public Sector","Unknown Type","1992","100299808 UNP","Regulation/administrative utilities (9631)"
"BELZHELDORRASCHET STATE ORGANIZATION","9 Brest-Litovskaya Street, MINSK, 220039, BELARUS","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","","","Transportation services (4789)"
"AKTSIONERNY SBEREGATELNY BANK BELARUSBANK (OAO ASB BELARUSBANK, OAO","d.18 pr-kt Dzerzhinskogo, g.Minsk, BELARUS","Finance, Insurance, and Real Estate","Corporation","1922","37387991 OKPO","Commercial bank (6029)"
"BELARUSKALI, OAO","d.5 ul. Korzha, g. Soligorsk, 223710, BELARUS","Mining","Corporation","1996","600122610 UNP","Potash/soda/borate mining (1474)"
"MTZ, OAO","d.29, kom. 201, ul. Dolgobrodskaya, g.Minsk, BELARUS","Manufacturing","Corporation","1946","100316761 UNP","Mfg farm machinery/equipment (3523)"
"NT BUNKERING AS","Liimi tn 1, TALLINN, 10621, ESTONIA","Wholesale Trade","Corporation","1994","10162353 Äriregistrikood","Whol petroleum products (5172)"
"ERICSSON EESTI AS","Valukoja tn 8/1, TALLINN, 11415, ESTONIA","Manufacturing","Corporation","1995","10005211 Äriregistrikood","Mfg radio/tv communication equipment (3663)"
"MANOIR ENERGY OU","Roosikrantsi tn 11, TALLINN, 10119, ESTONIA","Wholesale Trade","Corporation","2010","11947889 Äriregistrikood","Whol petroleum products (5172)"
"SELVER AS","Parnu mnt 238, TALLINN, 11624, ESTONIA","Retail Trade","Corporation","1995","10379733 Äriregistrikood","Ret groceries (5411)"
"ORLEN EESTI OU","Parnu mnt 22, TALLINN, 10141, ESTONIA","Wholesale Trade","Corporation","2003","10960209 Äriregistrikood","Whol petroleum products (5172)"
"MAXIMA EESTI OU","Aiandi tn 13/2, TALLINN, 12918, ESTONIA","Retail Trade","Corporation","2001","10765896 Äriregistrikood","Ret groceries (5411)"
"COOP EESTI KESKUHISTU","Suur-Sojamae tn 70, Soodevahe kula, Rae vald, 75322, ESTONIA","Wholesale Trade","Unknown Type","1917","10093971 Äriregistrikood","Whol groceries (5149)"
"LUMINOR BANK AS","Liivalaia tn 45, TALLINN, 10145, ESTONIA","Finance, Insurance, and Real Estate","Corporation","2006","11315936 Äriregistrikood","Misc business credit institutions (6159)"
"OLEREX AS","Voru tn 176, Tartu, Tartu, 50112, ESTONIA","Retail Trade","Corporation","1994","10136870 Äriregistrikood","Ret fuel dealer (5989)"
"GRAINEXPO OU","F. R. Kreutzwaldi tn 4-7 office 409, TALLINN, 10120, ESTONIA","Wholesale Trade","Corporation","2016","12986319 Äriregistrikood","Whol grain/field beans (5153)"
"POLITSEI- JA PIIRIVALVEAMET","Parnu mnt 139, TALLINN, 15060, ESTONIA","Public Sector","Unknown Type","2010","70008747 Äriregistrikood","Public order/safety (9229)"
"KREENHOLMI MANUFAKTUR R A S","20 Joala, Ida - Viru Mk, E E2000, ESTONIA","Manufacturing","Corporation","1857","15000974 Äriregistrikood","Cotton broad woven fabric mill (2211)"
"TARTU ULIKOOLI KLIINIKUM SA","L. Puusepa tn 1a, Tartu, Tartu, 50406, ESTONIA","Services","Unknown Type","1999","90001478 Äriregistrikood","General hospital (8062)"
"KAITSEVAGI","Juhkentali tn 58, TALLINN, 15007, ESTONIA","Public Sector","Unknown Type","2009","70008641 Äriregistrikood","National security (9711)"
"MAXIMA EESTI OU","Aiandi tn 13/2, TALLINN, 12918, ESTONIA","Retail Trade","Corporation","2001","10765896 Äriregistrikood","Ret groceries (5411)"
"University of Tartu","Ulikooli 18, Tartu, 50090, ESTONIA","Services","Unknown Type","","","School/educational services (8299)"
"TARTU ULIKOOL","Ulikooli tn 18, Tartu, Tartu, 50090, ESTONIA","Services","Unknown Type","2003","74001073 Äriregistrikood","College/university (8221)"
"SELVER AS","Parnu mnt 238, TALLINN, 11624, ESTONIA","Retail Trade","Corporation","1995","10379733 Äriregistrikood","Ret groceries (5411)"
"EESTI MAAULIKOOL","F. R. Kreutzwaldi tn 1, Tartu, Tartu, 51006, ESTONIA","Services","Unknown Type","2003","74001086 Äriregistrikood","College/university (8221)"
"RIMI EESTI FOOD AS","Porguvalja tee 3, Pildikula, Rae vald, 75301, ESTONIA","Retail Trade","Corporation","1993","10263574 Äriregistrikood","Ret groceries (5411)"
"GEORGIAN INTERNATIONAL ENERGY CORPORATION, LLC","18 Gazapkhuli str., TBILISI, 0177, GEORGIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2005","230866783 INN","Gas transmission/distribution (4923)"
"MINISTRY OF STATE SECURITY","10 Gulua street, TBILISI, 115, GEORGIA","Public Sector","Corporation","","","Executive office (9111)"
"PSP Pharma, LLC","54 I. Tsurtaveli str., Dmanisi, 1700, GEORGIA","Wholesale Trade","Corporation","2002","202203123 INN","Whol drugs/sundries (5122)"
"Energo-Pro Georgia JSC","19 Sandro Euli str., TBILISI, 0186, GEORGIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2006","205169066 INN","Electric services (4911)"
"SOCAR GEORGIA GAS, LLC","24 300 Aragveli str., TBILISI, 0144, GEORGIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2007","202403121 INN","Gas and other services combined (4932)"
"GEPHA, JSC","142 Beliashvili str., TBILISI, 0159, GEORGIA","Wholesale Trade","Corporation","1995","201991229 INN","Whol drugs/sundries (5122)"
"GEORGIAN MANGANESE, LLC","Office 39, 8 floor, 12 Merab Alexsidze str. (Academcity), TBILISI, 0193, GEORGIA","Mining","Corporation","2006","230085797 INN","Metal mining services (1081)"
"Sun Petroleum Georgia LLC","34 Chavchavadze Avenue, TBILISI, 0179, GEORGIA","Wholesale Trade","Corporation","2010","404391136 INN","Whol petroleum products (5172)"
"Aversi-Pharma, LLC","148 D. Aghmashenebeli Ave., TBILISI, 0112, GEORGIA","Wholesale Trade","Corporation","1999","211386695 INN","Whol drugs/sundries (5122)"
"Tbilisi Energy Ltd","18a, Adam Mitskevichi str., TBILISI, 0194, GEORGIA","Mining","Corporation","2006","205129617 INN","Crude petroleum/natural gas production (1311)"
"MINISTRY OF STATE SECURITY","10 Gulua street, TBILISI, 115, GEORGIA","Public Sector","Corporation","","","Executive office (9111)"
"Georgian Railway, JSC","15 Tamar Mepe Ave., TBILISI, 0112, GEORGIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1998","","Railroad line-haul operator (4011)"
"GEORGIAN MANGANESE, LLC","Office 39, 8 floor, 12 Merab Alexsidze str. (Academcity), TBILISI, 0193, GEORGIA","Mining","Corporation","2006","230085797 INN","Metal mining services (1081)"
"Privatbank JSC","114 A. Tsereteli Ave., TBILISI, 0119, GEORGIA","Manufacturing","Corporation","1996","203838678 INN","Mfg candy/confectionery (2064)"
"My Family Clinic JSC(Joint Stock Company)","40 Vazha-Pshavela Ave., TBILISI, 0177, GEORGIA","Manufacturing","Corporation","2005","204488063 INN","Mfg candy/confectionery (2064)"
"Bank of Georgia, JSC","29a Gagarini str., TBILISI, 0160, GEORGIA","Finance, Insurance, and Real Estate","Corporation","1994","204378869 INN","Commercial bank (6029)"
"Medical Corporation EVEX JSC","40 Vazha-Pshavela ave., TBILISI, 0177, GEORGIA","Services","Corporation","1998","404476205 INN","General hospital (8062)"
"TBC Bank, JSC","7 Marjanishvili str., TBILISI, 0102, GEORGIA","Finance, Insurance, and Real Estate","Corporation","1996","","Commercial bank (6029)"
"MINISTRY OF INTERNAL AFFAIRS OF GEORGIA LEPL","10 Gulua str., TBILISI, 0114, GEORGIA","Public Sector","Corporation","1997","","General government (9199)"
"Energo-Pro Georgia JSC","19 Sandro Euli str., TBILISI, 0186, GEORGIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2006","205169066 INN","Electric services (4911)"
"LR VALSTS IENEMUMU DIENESTS VI","1 Talejas iela, RIGA, LV 1026, LATVIA","Public Sector","Unknown Type","1996","90000069281 Vienotais Reģ.Nr.","Public finance/taxation/monetary policy (9311)"
"Uralkali Trading SIA","7 Vesetas iela, RIGA, LV-1013, LATVIA","Wholesale Trade","Corporation","2015","40103913482 Vienotais Reģ.Nr.","Whol chemicals/products (5169)"
"Rigas domes Izglitibas, kulturas un sporta departaments","5, Krisjana Valdemara iela, RIGA, LATVIA","Services","Unknown Type","1996","LV90000013606 Vienotais Reģ.Nr.","Business services (7389)"
"RIMI LATVIA SIA","161 Augusta Deglava iela, RIGA, LV-1021, LATVIA","Retail Trade","Corporation","1992","40003053029 Vienotais Reģ.Nr.","Ret groceries (5411)"
"MAXIMA Latvija SIA","257 Maskavas iela, RIGA, LV-1019, LATVIA","Retail Trade","Corporation","2000","40003520643 Vienotais Reģ.Nr.","Ret groceries (5411)"
"Severstal Distribution SIA","13 Starta iela, RIGA, LV-1039, LATVIA","Wholesale Trade","Corporation","1992","40003001968 Vienotais Reģ.Nr.","Whol coal/minerals/ores (5052)"
"ELKO GRUPA AS","4 Toma iela, RIGA, LV-1003, LATVIA","Wholesale Trade","Corporation","1993","40003129564 Vienotais Reģ.Nr.","Whol computers/peripherals (5045)"
"Circle K Latvia SIA","6 Duntes iela, RIGA, LV-1013, LATVIA","Retail Trade","Corporation","1992","40003064094 Vienotais Reģ.Nr.","Ret fuel dealer (5989)"
"Sanitex SIA","Liepu aleja 4, Ramava, Kekavas novads, LV-2111, LATVIA","Wholesale Trade","Corporation","1993","40003166842 Vienotais Reģ.Nr.","Whol non durable goods (5199)"
"LATVENERGO AS","12 Pulkveza Brieza iela, RIGA, LV-1010, LATVIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1991","40003032949 Vienotais Reģ.Nr.","Electric services (4911)"
"Rigas domes Izglitibas, kulturas un sporta departaments","5, Krisjana Valdemara iela, RIGA, LATVIA","Services","Unknown Type","1996","LV90000013606 Vienotais Reģ.Nr.","Business services (7389)"
"MAXIMA Latvija SIA","257 Maskavas iela, RIGA, LV-1019, LATVIA","Retail Trade","Corporation","2000","40003520643 Vienotais Reģ.Nr.","Ret groceries (5411)"
"Valsts policija VI","1 k-4 Ciekurkalna 1. linija, RIGA, LV-1026, LATVIA","Public Sector","Unknown Type","1996","90000099040 Vienotais Reģ.Nr.","Police protection (9221)"
"RIMI LATVIA SIA","161 Augusta Deglava iela, RIGA, LV-1021, LATVIA","Retail Trade","Corporation","1992","40003053029 Vienotais Reģ.Nr.","Ret groceries (5411)"
"Rigas Austrumu kliniska universitates slimnica","2 Hipokrata iela, RIGA, LV-1079, LATVIA","Services","Corporation","2007","40003951628 Vienotais Reģ.Nr.","General hospital (8062)"
"LATVIJAS DZELZCELS","3 Gogola iela, RIGA, LV-1050, LATVIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","1991","40003032065 Vienotais Reģ.Nr.","Transportation services (4789)"
"LR VALSTS IENEMUMU DIENESTS VI","1 Talejas iela, RIGA, LV 1026, LATVIA","Public Sector","Unknown Type","1996","90000069281 Vienotais Reģ.Nr.","Public finance/taxation/monetary policy (9311)"
"Rigas satiksme","28 Kleistu iela, RIGA, LV-1067, LATVIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2003","40003619950 Vienotais Reģ.Nr.","Intercity/rural bus line (4131)"
"Paula Stradina kliniska universitates slimnica SIA","13 Pilsonu iela, RIGA, LV-1002, LATVIA","Services","Corporation","1999","40003457109 Vienotais Reģ.Nr.","General hospital (8062)"
"Neatliekamas mediciniskas palidzibas dienests, Rigas regionalais centrs","8, Duntes iela, RIGA, LATVIA","Services","Unknown Type","","LV90009029104 Vienotais Reģ.Nr.","Business services (7389)"
"ORLEN LIETUVA AB","Mazeikiu g. 75, Mazeikiu r., LT-89467, LITHUANIA","Manufacturing","Corporation","1980","166451720 Įmonės kodas","Petroleum refiner (2911)"
"MAXIMA LT UAB","Naugarduko g. 84, VILNIUS, LT-03160, LITHUANIA","Retail Trade","Corporation","1995","123033512 Įmonės kodas","Ret groceries (5411)"
"GIRTEKA LOGISTICS UAB","Raciu g. 1, VILNIUS, LT-03154, LITHUANIA","Transportation, Communications, Electric, Gas, and Sanitary Services","Corporation","2006","300569015 Įmonės kodas","Freight transportation arrangement (4731)"
"PALINK UAB","Lentvario g. 33, VILNIUS, LT-02241, LITHUANIA","Retail Trade","Corporation","1992","110193723 Įmonės kodas","Ret groceries (5411)"
