name,marketcap,country,change (1 year),rank,change (1 day),categories,share price
nortonlifelock,$14.02 b,usa,22.63%,#1247,0.88%,👩‍💻 software🔒 it security👩‍💻 tech,$24.11
exact sciences,$14.01 b,usa,-37.79%,#1248,0.30%,🧬 biotech⚕️ diagnostics and testing,$81.32
icahn enterprises,$14.01 b,usa,-0.89%,#1249,0.12%,,$50.29
f5 networks,$14.00 b,usa,33.05%,#1250,0.77%,👩‍💻 software👩‍💻 tech🔒 it security,$228.71
hasbro,$14.00 b,usa,13.13%,#1251,1.09%,,$101.50
nemetschek,$13.99 b,germany,95.94%,#1252,-5.42%,👩‍💻 software👩‍💻 tech,$121.19
united airlines holdings,$13.98 b,usa,-7.46%,#1253,-2.79%,✈️ airlines🌴 travel,$43.20
amc entertainment,$13.98 b,usa,739.32%,#1254,-7.54%,entertainment,$27.24
repligen,$13.97 b,usa,41.13%,#1255,0.21%,,$252.85
dollarama,$13.97 b,canada,6.33%,#1256,0.31%,,$46.14
american homes 4 rent,$13.92 b,usa,44.02%,#1257,-0.02%,🏠 real estate💰 investment,$41.64
hansoh pharma,$13.91 b,china,-46.69%,#1258,1.22%,💊 pharmaceuticals,$2.35
amerco,$13.90 b,usa,65.37%,#1259,-0.69%,,$709.41
upstart,$13.89 b,usa,n/a,#1260,-5.57%,💳 financial services👩‍💻 tech,$169.60
whirlpool,$13.89 b,usa,22.16%,#1261,1.18%,🏠 home & kitchen appliances 🏭 manufacturing,$228.71
crown holdings,$13.88 b,usa,6.94%,#1262,4.56%,,$108.58
fmc,$13.86 b,usa,-9.66%,#1263,1.78%,🧪 chemicals,$109.35
morningstar,$13.81 b,usa,57.43%,#1264,0.46%,💳 financial services,$320.50
julius bär,$13.79 b,switzerland,17.33%,#1265,0.17%,🏦 banks💳 financial services,$64.70
iron mountain,$13.79 b,usa,55.73%,#1266,0.74%,💼 professional services,$47.63
nomura holdings,$13.78 b,japan,-15.13%,#1267,0.34%,,$4.45
cboe,$13.77 b,usa,45.18%,#1268,0.10%,🏛 stock exchanges💳 financial services🏛 stock/crypto exchanges,$129.17
logitech,$13.74 b,switzerland,-6.99%,#1269,-0.74%,,$81.38
cardinal health,$13.74 b,usa,-13.66%,#1270,0.62%,⚕️ healthcare,$48.78
ihh healthcare,$13.70 b,malaysia,16.02%,#1271,0.48%,⚕️ healthcare,$1.55
hua xia bank,$13.70 b,china,-10.68%,#1272,-0.35%,🏦 banks💳 financial services,$0.89
dlf,$13.67 b,india,87.84%,#1273,5.14%,🏠 real estate,$5.53
lifco,$13.65 b,sweden,-62.97%,#1274,-0.08%,,$28.78
sino biopharmaceutical,$13.64 b,china,-15.64%,#1275,-2.08%,💊 pharmaceuticals,$0.72
lundbergföretagen,$13.64 b,sweden,13.40%,#1276,0.48%,💰 investment,$55.01
formula one group,$13.64 b,usa,n/a,#1277,-0.67%,,$59.60
the mosaic company,$13.62 b,usa,59.44%,#1278,2.97%,,$36.79
cognex,$13.61 b,usa,-0.51%,#1279,1.68%,,$77.03
lyft,$13.61 b,usa,-14.24%,#1280,-1.96%,🚘 ridesharing🖥️ internet👩‍💻 tech,$39.96
samsung electro-mechanics,$13.61 b,south korea,31.54%,#1281,1.63%,🔌 electronics,$84.36
avis budget group,$13.60 b,usa,526.01%,#1282,-2.09%,🚗 car rental,$241.07
kirin holdings,$13.58 b,japan,-22.63%,#1283,-1.57%,🍴 food,$16.29
bentley systems,$13.57 b,usa,24.43%,#1284,0.97%,👩‍💻 software👩‍💻 tech,$48.09
newcrest mining,$13.56 b,australia,-14.57%,#1285,-1.74%,⛏️ mining,$16.58
rolls-royce holdings,$13.55 b,uk,-5.81%,#1286,0.00%,,$1.62
industrivarden,$13.53 b,sweden,3.67%,#1287,1.06%,💰 investment,$31.52
wolfspeed,$13.52 b,usa,n/a,#1288,-0.93%,📟 semiconductors👩‍💻 tech💻 tech hardware🔌 electronics,$116.37
ares management,$13.52 b,usa,65.29%,#1289,-1.16%,,$79.03
abn amro,$13.50 b,netherlands,48.42%,#1290,0.86%,,$14.37
b3,$13.49 b,brazil,-79.33%,#1291,5.72%,🏛 stock exchanges💳 financial services🏛 stock/crypto exchanges,$2.22
graco,$13.47 b,usa,15.60%,#1292,0.58%,,$79.30
elanco,$13.47 b,usa,-1.38%,#1293,-0.04%,,$28.48
asahi kasei,$13.46 b,japan,2.67%,#1293,0.59%,🧪 chemicals,$9.71
dabur,$13.46 b,india,15.45%,#1294,-0.34%,🛍 consumer goods,$7.62
e.sun bank,$13.46 b,taiwan,11.55%,#1295,-0.18%,💳 financial services🏦 banks,$1.01
brenntag,$13.45 b,germany,22.56%,#1298,-0.44%,🧪 chemicals,$87.10
c. h. robinson,$13.42 b,usa,5.84%,#1299,2.65%,transportation,$103.30
monday.com,$13.55 b,israel,n/a,#1289,-0.42%,👩‍💻 tech👩‍💻 software,$310.00
chailease holding,$13.42 b,taiwan,66.35%,#1300,-1.16%,💳 financial services,$9.25
vail resorts,$13.41 b,usa,17.42%,#1301,-1.40%,,$331.43
floor & decor,$13.41 b,usa,44.57%,#1302,0.29%,,$127.06
paytm,$13.40 b,india,n/a,#1303,-1.66%,💳 financial services👩‍💻 tech🖥️ internet,$20.67
heidelbergcement,$13.40 b,germany,-0.23%,#1304,0.40%,cement🧱 building materials🇩🇪 dax,$67.54
hindalco industries,$13.38 b,india,89.07%,#1305,-0.12%,,$6.00
vivendi,$13.37 b,france,-56.41%,#1306,0.31%,🇫🇷 cac 40,$12.79
fastighets ab balder,$13.36 b,sweden,52.86%,#1307,-0.70%,,$71.66
pko bank polski,$13.36 b,poland,44.48%,#1308,-0.76%,🏦 banks💳 financial services,$10.69
nan ya pcb,$13.33 b,taiwan,223.76%,#1309,-2.39%,👩‍💻 tech💻 tech hardware🔌 electronics,$20.64
alstom,$13.26 b,france,-30.13%,#1310,0.13%,🏭 manufacturing,$35.53
a. o. smith,$13.26 b,usa,43.70%,#1311,0.54%,,$83.32
paylocity,$13.25 b,usa,28.73%,#1312,0.08%,,$240.80
howmet aerospace,$13.23 b,usa,21.22%,#1313,0.45%,🚀 aerospace,$30.99
equitable holdings,$13.21 b,usa,22.80%,#1314,0.35%,,$32.65
asana,$13.21 b,usa,n/a,#1315,-3.97%,👩‍💻 software👩‍💻 tech,$70.87
cf industries,$13.19 b,usa,49.82%,#1316,5.09%,🌱 fertilizer companies,$61.50
carrefour,$13.16 b,france,0.06%,#1317,0.00%,🛍️ retail🇫🇷 cac 40 🛒 supermarket chains,$16.70
medical properties trust,$13.16 b,usa,6.50%,#1318,0.64%,🏠 real estate,$22.08
jones lang lasalle,$13.16 b,usa,72.64%,#1319,0.66%,,$260.85
lenovo,$13.15 b,hong kong,54.61%,#1320,-0.35%,👩‍💻 tech💻 tech hardware🔌 electronics,$1.09
yaskawa,$13.14 b,japan,13.31%,#1321,1.60%,🔌 electronics,$50.27
peloton,$13.13 b,usa,-63.26%,#1322,-2.25%,📰 media/press🎾 sports goods,$39.79
enel américas,$13.11 b,chile,-22.63%,#1323,0.50%,🚰 utility companies🔋 electricity ⚡ energy,$6.08
fairfax financial,$13.04 b,canada,28.04%,#1324,-0.08%,,$457.30
opentext,$13.04 b,canada,3.71%,#1325,0.02%,👩‍💻 software👩‍💻 tech,$47.59
bouygues,$13.04 b,france,-12.64%,#1326,0.50%,🏗 construction🇫🇷 cac 40🏙 conglomerate,$34.37
barry callebaut,$13.04 b,switzerland,8.79%,#1327,-0.27%,🍴 food,"$2,378"
aveva,$13.04 b,uk,-2.39%,#1328,-1.12%,👩‍💻 software👩‍💻 tech,"$4,326"
williams-sonoma,$13.03 b,usa,67.12%,#1329,-1.18%,,$178.69
novavax,$13.00 b,usa,53.95%,#1330,-3.03%,💊 pharmaceuticals🧬 biotech,$172.01
imcd,$13.00 b,netherlands,101.06%,#1331,-2.79%,,$228.48
santander consumer usa,$12.97 b,usa,84.99%,#1332,0.58%,,$42.38
avalara,$12.96 b,usa,-6.24%,#1333,-0.50%,👩‍💻 software👩‍💻 tech,$149.17
yara international,$12.96 b,norway,26.17%,#1334,1.51%,🧪 chemicals,$50.89
lpl financial,$12.93 b,usa,63.91%,#1335,0.04%,,$161.43
campbell soup,$12.93 b,usa,-10.79%,#1336,1.52%,🍴 food,$42.82
news corp,$12.93 b,usa,20.08%,#1337,0.05%,📰 media/press,$21.96
power assets,$12.92 b,hong kong,14.83%,#1338,0.85%,🔋 electricity🚰 utility companies,$6.06
hai di lao hot pot,$12.90 b,china,-65.93%,#1339,-4.14%,🍔 restaurant chains🍴 food,$2.32
almarai,$12.89 b,saudi arabia,-12.18%,#1340,0.31%,,$12.97
restoration hardware,$12.88 b,usa,30.07%,#1341,-1.08%,,$601.93
just eat takeaway,$12.81 b,netherlands,-43.41%,#1342,1.75%,🖥️ internet,$58.00
essential utilities,$12.79 b,usa,5.16%,#1343,0.93%,,$50.63
sentinelone,$12.79 b,usa,n/a,#1344,0.33%,👩‍💻 software🔒 it security👩‍💻 tech,$48.27
nec corp,$12.78 b,japan,-0.92%,#1345,-1.48%,🔌 electronics👩‍💻 tech,$46.93
globalwafers,$12.76 b,taiwan,n/a,#1346,0.49%,📟 semiconductors👩‍💻 tech💻 tech hardware,$29.33
bajaj auto,$12.76 b,india,1.04%,#1347,0.11%,,$44.10
entain,$12.73 b,isle of man,n/a,#1348,-2.38%,entertainment🎰 gambling🎮 video games👩‍💻 tech🖥️ internet,"$2,172"
farfetch,$12.73 b,uk,-40.93%,#1349,-1.89%,,$34.32
south32,$12.72 b,australia,46.18%,#1350,0.53%,⛏️ mining,$2.73
sodexo,$12.72 b,france,4.28%,#1351,0.55%,,$86.94
godrej,$12.71 b,india,31.60%,#1352,1.65%,🏙 conglomerate,$12.43
inpex,$12.67 b,japan,73.20%,#1353,-0.30%,🛢 oil&gas ⚡ energy,$8.68
rpm international,$12.65 b,usa,9.05%,#1354,1.17%,🎨 paint & coating 🧱 building materials,$97.56
atmos energy,$12.65 b,usa,-2.58%,#1355,0.33%,🚰 utility companies,$95.55
kesko,$12.64 b,finland,36.46%,#1356,0.37%,🛍️ retail 🛒 supermarket chains,$30.38
pandora,$12.63 b,denmark,37.69%,#1357,-0.94%,⌚ luxury goods,$131.13
qbe insurance,$12.63 b,australia,21.41%,#1358,-1.08%,🏦 insurance,$8.56
carlisle companies,$12.62 b,usa,55.04%,#1359,0.73%,,$241.52
sumitomo mitsui trust holdings,$12.61 b,japan,21.95%,#1360,-0.91%,,$33.68
fisher & paykel healthcare,$12.61 b,new zealand,-0.13%,#1361,0.31%,⚕️ healthcare,$21.86
hongkong land,$12.61 b,hong kong,32.85%,#1362,-1.08%,🏠 real estate💰 investment,$5.48
draftkings,$12.60 b,usa,-35.74%,#1363,-1.40%,🎰 gambling entertainment🖥️ internet,$31.01
shree cement,$12.56 b,india,8.17%,#1364,-0.04%,,$348.17
aker bp,$12.53 b,norway,n/a,#1365,-0.48%,🛢 oil&gas ⚡ energy,$34.87
siam commercial bank,$12.51 b,thailand,30.65%,#1366,0.62%,🏦 banks💳 financial services,$3.68
ncsoft,$12.50 b,south korea,-16.15%,#1367,-1.36%,🎮 video games👩‍💻 tech,$615.73
leidos,$12.50 b,usa,-14.94%,#1368,0.61%,👩‍💻 software🔒 it security👩‍💻 tech,$89.10
regency centers,$12.47 b,usa,53.29%,#1369,-0.31%,🏠 real estate💰 investment,$72.89
recordati,$12.46 b,italy,22.21%,#1370,-0.59%,,$60.54
marathon oil,$12.45 b,usa,124.34%,#1371,-0.28%,,$16.00
tenaga nasional,$12.43 b,malaysia,-13.42%,#1372,-0.23%,🔋 electricity ⚡ energy,$8.69
asx,$12.42 b,australia,16.26%,#1373,0.15%,💳 financial services🏛 stock exchanges🏛 stock/crypto exchanges,$64.20
westlake chemical,$12.42 b,usa,15.61%,#1374,1.20%,,$97.22
lumen,$12.42 b,usa,15.50%,#1375,0.54%,👩‍💻 tech📡 telecommunication,$12.14
quanta computer,$12.41 b,taiwan,8.67%,#1376,0.34%,,$3.22
zendesk,$12.40 b,usa,-23.45%,#1377,0.90%,👩‍💻 software👩‍💻 tech,$102.20
gfl environmental,$12.39 b,canada,30.89%,#1378,-0.48%,♻️ waste & recycling,$37.19
qiagen,$12.39 b,netherlands,9.66%,#1379,0.48%,,$54.52
thai beverage,$12.37 b,thailand,-12.80%,#1380,-0.06%,🥤 beverages,$0.48
lincoln national corporation,$12.37 b,usa,29.74%,#1381,0.34%,💳 financial services💰 investment🏦 insurance,$68.46
shandong gold mining,$12.36 b,china,-19.64%,#1382,-0.52%,⛏️ mining,$3.02
bruker,$12.36 b,usa,49.66%,#1383,1.23%,,$81.52
israel chemicals,$12.32 b,israel,100.42%,#1384,0.42%,,$9.60
taiwan cooperative financial,$12.31 b,taiwan,24.14%,#1385,-0.40%,🏦 banks💳 financial services🏦 insurance,$0.91
coal india,$12.29 b,india,13.33%,#1386,-0.88%,⛏️ mining⛏️ coal mining,$1.99
pentair,$12.28 b,uk,n/a,#1387,1.14%,,$74.24
china eastern airlines,$12.28 b,china,-18.74%,#1388,-0.75%,✈️ airlines🌴 travel,$18.42
annaly capital management,$12.27 b,usa,2.05%,#1389,-0.06%,,$8.47
packaging corporation of america,$12.27 b,usa,-5.21%,#1390,0.00%,,$129.22
mowi,$12.24 b,norway,15.06%,#1391,0.00%,,$23.68
korea electric power,$12.20 b,south korea,-6.48%,#1392,-0.21%,🔋 electricity ⚡ energy,$9.36
mohawk industries,$12.20 b,usa,33.38%,#1393,0.50%,,$180.17
traton,$12.19 b,germany,-6.61%,#1394,-1.38%,🚑 specialty vehicles,$24.24
sofi,$12.19 b,usa,n/a,#1395,-2.65%,💳 financial services👩‍💻 tech🖥️ internet,$15.24
eneos holdings,$12.18 b,japan,23.30%,#1396,-0.92%,🛢 oil&gas ⚡ energy,$3.79
emera,$12.16 b,canada,10.06%,#1397,0.08%,,$47.03
kpn,$12.16 b,netherlands,2.73%,#1398,-0.16%,,$2.88
swedish match,$12.12 b,sweden,-89.93%,#1399,7.02%,🚬 tobacco,$7.80
on holding,$12.12 b,switzerland,n/a,#1400,-0.63%,🎾 sports goods👟 footwear,$39.16
hotai motor,$12.11 b,taiwan,-2.80%,#1401,-1.76%,🚗 automakers,$22.19
bunge,$12.10 b,usa,n/a,#1402,0.81%,🍴 food,$86.17
iliad,$12.09 b,france,3.25%,#1403,0.00%,📡 telecommunication,$205.62
randstad,$12.09 b,netherlands,11.03%,#1404,0.07%,💼 professional services,$65.73
robert half,$12.08 b,usa,67.20%,#1405,0.45%,,$108.52
ono pharmaceutical,$12.07 b,japan,-11.76%,#1407,-0.88%,💊 pharmaceuticals,$24.19
nippon yūsen,$12.07 b,japan,234.56%,#1407,-0.73%,transportation 🚢 container shipping 🚢 maritime transportation,$71.49
full truck alliance,$12.06 b,china,n/a,#1408,8.50%,transportation,$11.11
metro,$12.06 b,canada,5.47%,#1409,0.94%,🛒 supermarket chains🛍️ retail,$49.88
cna financial,$12.05 b,usa,19.68%,#1410,0.78%,💳 financial services🏦 insurance,$44.44
steel dynamics,$12.05 b,usa,57.45%,#1411,-0.54%,🔩 steel producers🔩 steel industry,$60.73
watsco,$12.03 b,usa,39.26%,#1412,0.58%,,$311.57
host hotels & resorts,$12.03 b,usa,10.94%,#1413,0.09%,🏠 real estate🏨 hotels💰 investment🌴 travel,$16.86
lennox,$11.98 b,usa,14.63%,#1414,-0.11%,,$327.56
tenaris,$11.96 b,luxembourg,23.44%,#1415,-0.69%,,$20.24
unimicron,$11.94 b,taiwan,142.49%,#1416,2.98%,🔌 electronics👩‍💻 tech💻 tech hardware,$8.10
grubhub,$11.93 b,usa,-84.14%,#1417,-0.79%,,$11.23
coupa,$11.92 b,usa,-47.05%,#1418,-1.01%,👩‍💻 tech👩‍💻 software,$161.07
targa resources,$11.92 b,usa,100.69%,#1419,-0.21%,,$52.07
aéroports de paris,$11.91 b,france,0.38%,#1420,0.19%,🛫 airports,$120.40
makita,$11.90 b,japan,-5.98%,#1421,-1.01%,🛠️ tool manufacturers 🏭 manufacturing,$43.84
godaddy,$11.89 b,usa,-15.40%,#1422,0.96%,🖥️ internet👩‍💻 tech,$71.59
tapestry,$11.87 b,usa,45.97%,#1423,-0.21%,,$43.16
ica gruppen,$11.86 b,sweden,27.26%,#1424,0.07%,🛍️ retail,$58.99
cubesmart,$11.85 b,usa,68.20%,#1425,-0.53%,,$54.19
gamestop,$11.84 b,usa,"1,040.26%",#1426,-0.57%,🎮 video games🛍️ retail,$154.87
iac/interactivecorp,$11.83 b,usa,-6.19%,#1427,0.45%,📰 media/press,$132.09
mondi,$11.80 b,uk,5.44%,#1428,-0.03%,📄 pulp and paper 🏭 manufacturing,"$2,431"
hertz,$11.79 b,usa,"1,356.74%",#1429,-1.81%,🚗 car rental,$25.46
lamar advertising,$11.78 b,usa,44.82%,#1430,1.70%,,$116.39
unilever indonesia,$11.76 b,indonesia,-42.69%,#1431,1.37%,🍴 food,$0.31
agnico eagle mines,$11.75 b,canada,-31.70%,#1432,-0.64%,,$48.02
allegion,$11.75 b,ireland,17.54%,#1433,0.15%,,$131.09
solvay,$11.74 b,belgium,2.74%,#1434,-0.69%,,$113.73
sk group,$11.73 b,south korea,7.94%,#1435,0.00%,,$224.44
minebeamitsumi,$11.73 b,japan,48.11%,#1436,0.15%,,$28.97
dentsply sirona,$11.73 b,usa,-2.64%,#1437,1.13%,,$53.66
grupo bimbo,$11.72 b,mexico,32.30%,#1438,3.43%,,$2.77
lg corp,$11.71 b,south korea,9.09%,#1439,3.10%,🔌 electronics,$73.35
demant,$11.70 b,denmark,46.73%,#1440,1.00%,medical devices,$48.14
american financial group,$11.70 b,usa,54.27%,#1441,0.79%,,$138.06
discovery,$11.69 b,usa,-17.26%,#1442,-0.13%,📰 media/press,$23.55
lundin energy,$11.68 b,sweden,66.68%,#1443,0.87%,🛢 oil&gas ⚡ energy,$41.05
oracle corp japan,$11.65 b,japan,-8.47%,#1444,-0.39%,👩‍💻 software👩‍💻 tech,$91.04
jack henry & associates,$11.65 b,usa,-0.28%,#1445,0.52%,💳 financial services👩‍💻 tech,$157.37
westrock,$11.64 b,usa,-1.89%,#1446,-0.20%,📦 packaging,$43.95
talanx,$11.64 b,germany,31.31%,#1447,0.25%,💳 financial services🏦 insurance,$46.06
covestro,$11.62 b,germany,4.79%,#1448,1.54%,🇩🇪 dax🧪 chemicals,$59.66
gjensidige forsikring,$11.60 b,norway,18.66%,#1449,-0.87%,🏦 insurance,$23.21
getinge,$11.57 b,sweden,114.17%,#1450,-1.23%,,$42.51
snap-on,$11.57 b,usa,17.71%,#1451,0.53%,🛠️ tool manufacturers 🏭 manufacturing,$215.47
qnb finansbank,$11.57 b,turkey,-34.58%,#1452,1.62%,🏦 banks,$3.45
black knight,$11.56 b,usa,-15.71%,#1453,1.09%,💳 financial services,$74.48
britannia industries,$11.54 b,india,-0.09%,#1454,0.24%,,$47.89
red eléctrica,$11.53 b,spain,13.17%,#1455,0.66%,,$21.40
sagax,$11.53 b,sweden,116.47%,#1456,-3.37%,🏠 real estate💰 investment 🏘️ reits,$34.77
vereit,$11.52 b,usa,562.71%,#1457,-2.39%,🏠 real estate💰 investment 🏘️ reits,$50.30
american airlines,$11.51 b,usa,5.71%,#1458,-1.93%,✈️ airlines🌴 travel,$17.79
havells india,$11.49 b,india,68.60%,#1459,0.23%,🏠 home & kitchen appliances,$18.36
rémy cointreau,$11.49 b,france,41.48%,#1460,0.68%,,$233.11
siemens india,$11.48 b,india,45.15%,#1461,7.65%,,$32.24
rexford industrial,$11.48 b,usa,58.61%,#1462,1.47%,,$75.82
tencent music,$11.48 b,china,-64.78%,#1463,-0.15%,entertainment,$6.64
life storage,$11.48 b,usa,24.35%,#1464,0.27%,,$139.98
intercontinental hotels group,$11.46 b,uk,-0.88%,#1465,-0.46%,🏨 hotels🌴 travel,$62.58
sbi card,$11.46 b,india,13.03%,#1466,-3.54%,💳 financial services,$12.16
cyrusone,$11.39 b,usa,36.02%,#1467,0.00%,,$89.30
coca-cola femsa,$11.38 b,mexico,12.55%,#1468,0.25%,🥤 beverages,$51.59
ramsay health care,$11.38 b,australia,5.82%,#1469,-0.76%,⚕️ healthcare 🏥 medical care facilities,$49.74
hubbell,$11.36 b,usa,28.43%,#1470,0.61%,🔌 electronics,$208.84
bharat petroleum,$11.35 b,india,-0.35%,#1472,0.81%,,$5.23
suntory,$11.33 b,japan,7.98%,#1473,-0.72%,🍷 alcoholic beverages🥤 beverages,$36.67
globant,$11.39 b,luxembourg,56.17%,#1468,-0.41%,👩‍💻 software👩‍💻 tech,$275.30
elastic nv,$11.29 b,usa,-11.52%,#1474,-0.25%,👩‍💻 software👩‍💻 tech,$122.05
first financial holding,$11.27 b,taiwan,12.68%,#1475,0.42%,💳 financial services🏦 banks,$0.87
sasol,$11.21 b,south africa,135.70%,#1476,-1.31%,🛢 oil&gas ⚡ energy🧪 chemicals,$17.66
east west bancorp,$11.17 b,usa,67.72%,#1479,0.46%,🏦 banks💳 financial services,$78.77
booz allen hamilton,$11.20 b,usa,-4.42%,#1478,0.17%,,$83.68
sage group,$11.17 b,uk,35.31%,#1480,1.12%,👩‍💻 software👩‍💻 tech,"$1,094"
ciena,$11.21 b,usa,52.46%,#1477,0.66%,📡 telecommunication,$72.41
regal rexnord,$11.16 b,usa,n/a,#1481,0.96%,🔌 electronics,$164.76
novatek microelectronics,$11.15 b,taiwan,71.24%,#1482,-0.78%,📟 semiconductors👩‍💻 tech💻 tech hardware,$18.33
japan exchange group,$11.13 b,japan,-5.61%,#1484,-0.87%,🏛 stock exchanges💳 financial services🏛 stock/crypto exchanges,$21.06
fico,$11.12 b,usa,-18.33%,#1485,-0.05%,👩‍💻 software👩‍💻 tech,$406.78
western alliance bancorporation,$11.08 b,usa,90.17%,#1488,-1.13%,,$106.34
gaming and leisure properties,$11.15 b,usa,9.10%,#1483,0.58%,,$46.78
borgwarner,$11.08 b,usa,15.70%,#1487,0.24%,🚘 automotive suppliers,$46.23
diasorin,$11.09 b,italy,5.64%,#1486,0.84%,,$202.73
uwm holdings,$11.05 b,usa,n/a,#1493,0.07%,,$6.89
inwit,$11.07 b,italy,-0.25%,#1489,1.39%,📡 telecommunication,$11.54
nitto denko,$11.07 b,japan,-3.19%,#1490,0.00%,,$74.84
synaptics,$11.05 b,usa,257.83%,#1492,0.19%,,$281.46
rational ag,$11.06 b,germany,18.20%,#1491,0.21%,🏠 home & kitchen appliances,$965.89
service corporation international,$11.05 b,usa,33.93%,#1494,0.10%,,$67.02
lear corporation,$11.02 b,usa,15.90%,#1495,0.55%,,$184.89
five below,$11.01 b,usa,21.58%,#1496,-1.23%,,$196.52
comerica,$10.96 b,usa,59.94%,#1498,-0.26%,,$83.62
genscript biotech,$10.96 b,china,275.22%,#1497,-2.51%,🧬 genomics🧬 biotech,$5.22
icici prulife,$10.96 b,india,19.13%,#1499,-0.32%,,$7.62
procore,$10.84 b,usa,n/a,#1508,-0.41%,👩‍💻 tech👩‍💻 software🏗 construction,$81.68
edenred,$10.92 b,france,-15.46%,#1501,-0.74%,,$43.95
yuanta financial holding,$10.92 b,taiwan,30.89%,#1502,-0.20%,🏦 banks💳 financial services,$0.90
agc,$10.91 b,japan,62.12%,#1503,-0.88%,,$49.30
davita,$10.86 b,usa,-5.60%,#1504,1.49%,⚕️ healthcare,$106.64
juniper networks,$10.86 b,usa,49.50%,#1505,2.06%,📞 networking hardware 📡 telecommunications equipment👩‍💻 tech💻 tech hardware,$33.42
brambles,$10.86 b,australia,-5.12%,#1506,0.00%,transportation,$7.57
telecom italia,$10.85 b,italy,10.99%,#1507,0.54%,,$0.50
west japan railway,$10.84 b,japan,-6.96%,#1509,-1.29%,🚂 railways transportation,$44.47
the toro company,$10.81 b,usa,10.70%,#1510,0.81%,,$101.57
finecobank,$10.77 b,italy,18.61%,#1511,-0.45%,,$17.66
deckers brands,$10.75 b,usa,32.84%,#1512,-0.79%,,$391.77
invesco,$10.75 b,usa,31.13%,#1513,0.43%,,$23.31
everest re,$10.71 b,bm,14.91%,#1514,0.39%,🏦 insurance,$272.24
doximity,$10.68 b,usa,n/a,#1515,-0.84%,🖥️ internet👩‍💻 tech⚕️ healthcare👨‍⚕️ telehealth,$57.00
siteone landscape supply,$10.68 b,usa,63.05%,#1516,0.93%,,$239.04
chandra asri petrochemical,$10.64 b,indonesia,-28.93%,#1517,1.07%,🛢 oil&gas ⚡ energy,$0.49
hana financial group,$10.64 b,south korea,23.36%,#1518,-0.46%,💳 financial services,$36.50
daifuku,$10.62 b,japan,-20.18%,#1519,-1.14%,,$84.34
synnex,$10.59 b,usa,37.99%,#1520,2.68%,,$110.39
advantech,$10.59 b,taiwan,24.44%,#1521,-2.93%,👩‍💻 tech,$13.73
singapore airlines,$10.59 b,singapore,12.23%,#1522,-2.75%,✈️ airlines🌴 travel,$3.57
tourmaline oil,$10.53 b,canada,128.73%,#1523,-0.73%,🛢 oil&gas ⚡ energy,$31.95
euronext,$10.52 b,netherlands,-6.63%,#1524,0.00%,💳 financial services🏛 stock exchanges🏛 stock/crypto exchanges,$96.45
henry schein,$10.52 b,usa,6.48%,#1525,0.17%,⚕️ healthcare,$75.89
umicore,$10.51 b,belgium,2.10%,#1526,0.49%,,$43.69
lattice semiconductor,$10.50 b,usa,85.84%,#1527,-0.57%,,$76.74
mitsubishi chemical holdings,$10.50 b,japan,33.33%,#1528,-0.93%,🧪 chemicals,$7.40
china gas,$10.50 b,china,-48.34%,#1529,-1.59%,🛢 oil&gas ⚡ energy,$1.90
embracer group,$10.50 b,sweden,-44.67%,#1530,-1.59%,🎮 video games,$10.35
disco corp.,$10.50 b,japan,-0.15%,#1531,-0.15%,📟 semiconductors👩‍💻 tech,$290.98
syneos health,$10.49 b,usa,53.74%,#1532,0.27%,,$101.20
leg immobilien,$10.48 b,germany,3.09%,#1533,0.25%,🏠 real estate,$137.45
universal health services,$10.46 b,usa,-3.58%,#1534,0.88%,,$130.26
darling ingredients,$10.45 b,usa,27.57%,#1535,-0.94%,,$64.63
sumitomo denki kōgyō,$10.45 b,japan,20.72%,#1536,-0.07%,,$13.40
taiwan cement,$10.43 b,taiwan,9.34%,#1537,-0.21%,cement🧱 building materials,$1.71
aisin seiki,$10.42 b,japan,41.49%,#1538,0.69%,🚘 automotive suppliers,$38.69
