active_group_links,active_group_names,active_group_periods,active_years,age,albums,awards,birthday,bloodtype,company_links,company_names,company_periods,country,debut,debut_to_1st_win,education,fandom,former_group_links,former_group_names,former_group_periods,full_name,fun_facts,gender,height,hometown,introduction,korean_stage_name,kpopping_rank,languages,native_name,personality_type,profile_link,socials,stage_name,training_period,weight,zodiac_sign
,,,2009-2021,32 years old,0,0,"March 3, 1989",A,"https://kpopping.com/company/D-Business-Entertainment,https://kpopping.com/company/MBK-Entertainment","D-Business Entertainment,MBK Entertainment","January 1, 2013 - present,October 1, 2009 - February 17, 2012,October 28, 2009,2009-2021,Korean,Korea Aerospace University (Aeronautical Science & Flight Operations),1951st",South Korea,"October 28, 2009",,Korea Aerospace University (Aeronautical Science & Flight Operations),,"https://kpopping.com/profiles/group/SeeYa,https://kpopping.com/profiles/group/F-ve-Dolls","SeeYa,F-ve Dolls","(2006-2011),(2011-2015)",Lee Soomi,,F,"5'7"" (170 cm)","Seongnam, Gyeonggi-do","Soomi (수미) is a South Korean singer. She debuted as the main dancer and rapper of the Korean Pop female trio SeeYa. On July 23, 2010 Lee Soomi left SeeYa to be the leader of the new Core Contents Media mixed group Coed School and it's sub-unit F-VE DOLLS. On February 17, 2012, Soomi left Coed School to focus on her solo career. In 2013 she joined D-Business Entertainment.",수미,1951st,Korean,이수미,,https://kpopping.com/profiles/idol/Soomi,,Soomi,,105.8 lbs (48 kg),Pisces
https://kpopping.com/profiles/group/G-I-G,G.I.G,(2019-2021),2019-2021,,0,0,,,https://kpopping.com/company/Entertainment-CUP,Entertainment CUP,"January 1, 2019 - December 31, 2020,2019-2021,3590th",South Korea,,,,,,,,,,F,"5'5"" (165 cm)",,Sookyung (수경) is a South Korean singer. She was a member of the girl group G.I.G. She left the group in July 2020.,수경,3590th,,,,https://kpopping.com/profiles/idol/Sookyung,,Sookyung,,99.2 lbs (45 kg),
,,,2009-2021,39 years old,0,0,"August 14, 1982",B,,,"October 21, 2009,2009-2021,Dongduk Women’s University, Sejong University,5603rd",South Korea,"October 21, 2009",,"Dongduk Women’s University, Sejong University",,,,,Jin Jeongyeon,,F,"5'5"" (165 cm)",Seoul,"Sookhee (숙희) is a South Korean singer under Starium Entertainment who officially debuted on October 21, 2009 with Missing You. She was a member of Woman Power in 2011.",숙희,5603rd,,진정연,,https://kpopping.com/profiles/idol/Sookhee,"https://www.facebook.com/jungyeon.jin.98,https://www.instagram.com/suki_jungyeon/,https://cafe.daum.net/sukiS2/_rec",Sookhee,,,Leo
https://kpopping.com/profiles/group/Hi-L,Hi-L,(2021),2021,20 years old,0,0,"May 10, 2001",,,,"2021,3998th",South Korea,,,,,,,,Hwang Soo-jung,,F,,,"Soo Jung (수정) is a South Korean trainee under Kpop Live Entertainment. She is a member of the upcoming girl group, Hi-L.",수정,3998th,,황수정,,https://kpopping.com/profiles/idol/Soojung,,Soojung,,,Taurus
https://kpopping.com/profiles/group/Rhea,Rhea,(2021),2021,,0,0,,,,,"2021,4934th",South Korea,,,,,,,,,,F,,,"Soojin (수진), also going by the name Vesta (베스타), is a South Korean trainee under I.O Entertainment, member of the pre-debut girl group Rhea.",수진,4934th,,,,https://kpopping.com/profiles/idol/Soojin5,,Soojin,,,
https://kpopping.com/profiles/group/Weeekly,Weeekly,(2020-2021),2017-2021,20 years old,0,0,"December 12, 2001",A,"https://kpopping.com/company/IST-Entertainment,https://kpopping.com/company/FAVE-Entertainment,https://kpopping.com/company/Play-M-Entertainment","IST Entertainment,FAVE Entertainment,Play M Entertainment","November 1, 2021 - present,October 1, 2017 - March 31, 2019,April 1, 2019 - November 1, 2021,June 30, 2020,2017-2021,Korean,4 years and 2 months,Dongguk University,298th,Daileee",South Korea,"June 30, 2020",,Dongguk University,Daileee,,,,Lee Soojin,"Soojin's role models are OH MY GIRL's YooA , APINK and IU,Soojin was a model for ETUDE's Spring Collection in 2018.,From the show MIXNINE’s , Soojin earned a nickname ‘Genius Soojin’ because of her skills at picking her teammates. She has another nickname which is ‘Pink Princess’.,Soojin Hobbies : listening to music, searching and watching seniors’ stages, writing a diary.,Soojin has a habit of twisting the hem of the shirt and applying lipbalm.",F,"5'5"" (165 cm)","Songpa-gu, Seoul",,이수진,298th,Korean,이수진,,https://kpopping.com/profiles/idol/Soojin2,,Soojin,4 years and 2 months,,Sagittarius
,,,,38 years old,0,0,"March 6, 1983",,,,"Geumok Girls’ High School,2769th",South Korea,,,Geumok Girls’ High School,,https://kpopping.com/profiles/group/SHINVI,SHINVI,(2001-2004),Yoo Soojin,,F,"5'4"" (163 cm)",,Soojin (수진) is a South Korean singer and model. She was a member of the girl group SHINVI. He is a part of the R&B duo “The Black” (더 블랙).,수진,2769th,,유수진,,https://kpopping.com/profiles/idol/Soojin4,,Soojin,,,Pisces
,,,2013-2021,27 years old,0,0,"January 3, 1994",,,,"November 18, 2013,2013-2021,2462nd",South Korea,"November 18, 2013",,,,https://kpopping.com/profiles/group/Blady,Blady,(2011-2017),Seo Soojin,,F,"5'6"" (167 cm)",,"Soojin (수진) is a South Korean singer. She was a member of the girl group Blady. In 2014 she debuted as a member of Blady sub unit, Blady Soul alongside Yeji. She left the group in 2015.",수진,2462nd,,서수진,,https://kpopping.com/profiles/idol/Soojin3,,Soojin,,,Capricorn
https://kpopping.com/profiles/group/G-I-DLE,(G)I-DLE,(2018-2021),2018-2021,23 years old,0,0,"March 9, 1998",0,https://kpopping.com/company/Cube-Entertainment,Cube Entertainment,"September 9, 2017 - present,May 2, 2018,20 days,2018-2021,Korean,2016 - 2018,Korean Arts High School,247th,Neverland",South Korea,"May 2, 2018",20 days,Korean Arts High School,Neverland,https://kpopping.com/profiles/group/VIVIDIVA,VIVIDIVA,(2015-2016),Seo Soojin,"Soojin is the most shy member.,She is known as the mom of the group.,Soojin’s nickname is cherry.,Soojin was the fox girl that appeared in Soyeon’s ‘Jelly’ MV and ‘Idle Song’ MV.,Soojin used to do Taekwondo.,She can cook really well.,On August 2nd 2018, Cube confirmed that Soojin and Hui from Pentagon used to date but they’ve broken up since.,Soojin’s father didn’t want her to become an idol but she begged him for 2 years.,She learned Jazz Dance ever since she was little because her mom told her so.,She auditioned with BoA's ""No. 1""",F,"5'5"" (164 cm)","Bongdam-eup, Hwaseong-si",,수진,247th,Korean,서수진,,https://kpopping.com/profiles/idol/Soojin,,Soojin,2016 - 2018,94.8 lbs (43 kg),Pisces
,,,2017-2021,31 years old,0,0,"November 19, 1990",,,,"May 25, 2017,2017-2021,4401st",South Korea,"May 25, 2017",,,,https://kpopping.com/profiles/group/S2U,S2U,(2017-2019),,,F,"5'4"" (162 cm)",,Soojeong (수정) is a South Korean artist. She is a former member of the girl group S2U.,수정,4401st,,,,https://kpopping.com/profiles/idol/Soojeong2,,Soojeong,,,Scorpio
,,,2012-2021,,0,0,,,,,"July 27, 2012,2012-2021,4475th",South Korea,"July 27, 2012",,,,https://kpopping.com/profiles/group/La-TTE,La_TTE,(2012),,,F,,,Soojeong (수정) is a South Korean singer. She is a former member of the girl group La_TTE.,수정,4475th,,,,https://kpopping.com/profiles/idol/Soojeong,,Soojeong,,,
,,,2018-2021,,0,0,,,,,"March 8, 2019,2018-2021,5099th",South Korea,"March 8, 2019",,,,,,,,,F,,,"SOOIN (수인) is a South Korean singer-songwriter. She debuted on March 8, 2019, with a single ‘깊은 밤’.",수인,5099th,,,,https://kpopping.com/profiles/idol/SOOIN,"https://www.instagram.com/o_x_0_x,https://www.youtube.com/channel/UC2kv6XK9Q-UgANkk1V5AuPA",SOOIN,,,
https://kpopping.com/profiles/group/DMZA,DMZA,(2019-2021),2019-2021,21 years old,0,0,"August 15, 2000",A,,,"2019-2021,Korean,3180th",South Korea,,,,,,,,,,F,"5'6"" (168 cm)",,Soohyun (수현) is a South Korean trainee under U S Media Group. She is a member of the upcoming girl group DMZA.,수현,3180th,Korean,,,https://kpopping.com/profiles/idol/Soohyun2,,Soohyun,,108 lbs (49 kg),Leo
https://kpopping.com/profiles/group/SECRET-NUMBER,SECRET NUMBER,(2020-2021),2020-2021,22 years old,0,0,"November 9, 1999",A,https://kpopping.com/company/Vine-Entertainment,Vine Entertainment,"January 1, 2020 - present,May 19, 2020,2020-2021,Korean,1 year and 5 months,Ewha Womans University,564th,Lockey",South Korea,"May 19, 2020",,Ewha Womans University,Lockey,,,,Lee Soo-dam,,F,"5'6"" (167 cm)",Seoul,,수담,564th,Korean,이수담,,https://kpopping.com/profiles/idol/Soodam,https://www.instagram.com/soodam._.2/,Soodam,1 year and 5 months,,Scorpio
https://kpopping.com/profiles/group/Rose-Finger,Rose Finger,(2018-2021),2017-2021,30 years old,0,0,"December 12, 1991",,,,"August 16, 2016,2017-2021,2456th",South Korea,"August 16, 2016",,,,https://kpopping.com/profiles/group/Dorothy,Dorothy,(2016-2017),Na Soo Bin,,F,,,Soobin (수빈) is a Korean singer. She was a member of the girl groups Dorothy and Rose Finger.,수빈,2456th,,나수빈,,https://kpopping.com/profiles/idol/Soobin3,"https://twitter.com/_surumii,https://www.instagram.com/soobin_na/,https://www.youtube.com/channel/UCIAVlk7RlRLas1mtyZ7hTYA",Soobin,,,Sagittarius
"https://kpopping.com/profiles/group/WJSN,https://kpopping.com/profiles/group/WJSN-CHOCOME,https://kpopping.com/profiles/group/Y-TEEN","WJSN,WJSN CHOCOME,Y TEEN","(2016-2021),(2020-2021),(2016)",2016-2021,25 years old,0,0,"September 14, 1996",AB,"https://kpopping.com/company/Starship-Entertainment,https://kpopping.com/company/Yue-Hua-Entertainment","Starship Entertainment,Yue Hua Entertainment","December 1, 2015 - present,December 1, 2015 - present,February 25, 2016,950 days,2016-2021,Korean,7 years,ENFP,390th,Ujung",South Korea,"February 25, 2016",950 days,,Ujung,,,,Park Soobin,"She’s the happy virus of WJSN.,Soobin can do an impression of a Pterodactyl.,She has a younger brother.,Soobin can imitate a Pterodactyl.,She is considered as WJSN's Happy Virus.,She is nicknamed ""Soobly"" which means Lovely.,Soobin can play the Piano, Violin, and Flute.",F,"5'3"" (159 cm)",Seoul,,수빈,390th,Korean,박수빈,ENFP,https://kpopping.com/profiles/idol/Soobin,https://www.instagram.com/soobly_s2/,Soobin,7 years,,Virgo
"https://kpopping.com/profiles/group/World-Dreams,https://kpopping.com/profiles/group/ONO-GIRLZ","World Dreams,ONO GIRLZ","(2020-2021),(2017-2021)",2017-2021,23 years old,0,0,"November 7, 1998",,"https://kpopping.com/company/ONO-Entertainment,https://kpopping.com/company/Worldstar-Entertainment","ONO Entertainment,Worldstar Entertainment","January 1, 2017 - January 1, 2020,October 1, 2020 - present,2017-2021,3770th",South Korea,,,,,,,,Kim Soobin,,F,,"Gangjin, South Jeolla Province",Subin (수빈) is a South Korean artist under World Star Entertainment. She is a member of the pre-debut girl group World Dreams. She was a member of ONO GIRLZ (formelly known as BLACKMAMBA),수빈,3770th,,김수빈,,https://kpopping.com/profiles/idol/Soobin4,https://www.instagram.com/subin__k117/?hl=en,Soobin,,,Scorpio
,,,2005-2021,38 years old,0,0,"January 15, 1983",,,,"August 10, 2005,2005-2021,2738th",South Korea,"August 10, 2005",,,,https://kpopping.com/profiles/group/LPG,LPG,(2005-2016),Lee Soo Ah,,F,"5'9"" (176 cm)",,"Sooah (수아) is a South Korean singer. She was a member of the girl group LPG. Sooah was a 1st-generation member, part of the original lineup. She left the group on March 19, 2008. She is now a soloist under the stage name Iota and is/was also a painter and held many art exhibitions.",수아,2738th,,이수아,,https://kpopping.com/profiles/idol/Sooah2,,Sooah,,,Capricorn
,,,2015-2021,,0,0,,,,,"2015-2021,3653rd",South Korea,,,,,https://kpopping.com/profiles/group/Dia-Girls,Dia Girls,(2015-2016),Baek Sooah,,F,"5'8"" (173 cm)",,Sooah (수아) is a Korean singer. She was a member of the girl group Dia Girls.,수아,3653rd,,백수아,,https://kpopping.com/profiles/idol/Sooah,,Sooah,,,
https://kpopping.com/profiles/group/Episode,Episode,(2015-2021),2017-2021,20 years old,0,0,"October 23, 2001",,,,"September 15, 2017,2017-2021,2510th",South Korea,"September 15, 2017",,,,,,,Im Mi-ji,She is known for her charming style,F,,Incheon,,수아,2510th,,임미지,,https://kpopping.com/profiles/idol/SooA,,SooA,,,Scorpio
,,,2009-2021,33 years old,0,0,"February 23, 1988",,,,"January 7, 2009,2009-2021,3452nd",South Korea,"January 7, 2009",,,,https://kpopping.com/profiles/group/Brand-New-Day,Brand New Day,(2009),Kim Soo Ji,,F,"5'4"" (162 cm)",,Soo Ji (수지; or Su Ji) is a South Korean singer. She is a former member of the girl group Brand New Day.,수지,3452nd,,김수지,,https://kpopping.com/profiles/idol/Soo-Ji,,Soo Ji,,,Pisces
https://kpopping.com/profiles/group/Coupsis,Coupsis,(2021),,,0,0,,,,,4964th,South Korea,,,,,,,,Lee Su A,,F,,,"Soo (수) is a South Korean singer, member of the pre-debut girl group Coupsis and the co-ed group GO-BOOGIE. She’s the CEO of SA Entertainment.",수,4964th,,이수아,,https://kpopping.com/profiles/idol/Soo,"https://www.instagram.com/0505aje/?igshid=1kbplsbyk7c0k,https://www.tiktok.com/@soo1349?_d=secCgYIASAHKAESMgowvjeb0dLRg0SG5FYqcNPXIwXTJlraMkl3NxDVGVOO1R3sT53TmTuWayZ%2BFxNbeAlsGgA%3D&language=ro&sec_uid=MS4wLjABAAAAMxpiyzTbtvt0i07bEPQWwagNPtXZcxf5ZdSSVGWPWjjkL0buU48Y5rx6myg3ccUF&sec_user_id=MS4wLjABAAAA2KIMiPs,https://www.instagram.com/0922ljy/?igshid=yo6ed859lkb9",Soo,,,
,,,1999-2021,41 years old,0,0,"November 19, 1980",B,https://kpopping.com/company/Lionheart-Entertainment,Lionheart Entertainment,"April 29, 2020 - present,May 11, 1999,1999-2021,5561st",South Korea,"May 11, 1999",,,,,,,Yoo Son-hee,,F,"5'5"" (165 cm)","Gumi, North Gyeongsang","Sonya (소냐) is a South Korean singer and musical actress under Lionheart Entertainment. She debuted as a singer on May 11, 1999 with her debut studio album ""Sonya All Best"".",소냐,5561st,,유손희,,https://kpopping.com/profiles/idol/Sonya,"https://twitter.com/sonya3543,https://www.instagram.com/i.m_sonya/",Sonya,,,Scorpio
,,,2012-2021,28 years old,2,0,"September 15, 1993",B,,,"2012-2021,Berklee College of Music,2314th",South Korea,,,Berklee College of Music,,,,,Son Seung-yeon,,F,"5'4"" (163 cm)",,"Sonnet Son (소넷손), born Son Seung-yeon (손승연), is a South Korean singer. She is a winner of The Voice of Korea and is a frequent guest on the singing competition show Immortal Songs 2.",소넷손,2314th,,손승연,,https://kpopping.com/profiles/idol/Sonnet-Son,https://www.instagram.com/shineson_0915/?hl=en,Sonnet Son,,94.8 lbs (43 kg),Virgo
https://kpopping.com/profiles/group/NES-Girls,NES Girls,(2021),2020-2021,,0,0,,,,,"2020-2021,4300th",South Korea,,,,,https://kpopping.com/profiles/group/DAILY,DAILY,(2020-2021),Yoo Song-yi,,F,"5'3"" (160 cm)",,"Songyi (Korean: 송이; Japanese: ソンイ), formerly known as Sia (시아), is a South Korean trainee under NES Entertainment. She is a member of the trainee group NES GIRLS and was a former member of the pre-debut girl group DAILY.",송이,4300th,,유송이,,https://kpopping.com/profiles/idol/Songyi,https://www.instagram.com/_so_oing_,Songyi,,99.2 lbs (45 kg),
https://kpopping.com/profiles/group/woo-ah,woo!ah!,(2019-2021),2019,17 years old,0,0,"September 25, 2004",B,https://kpopping.com/company/nv-Entertainment,nv Entertainment,"November 1, 2019 - August 14, 2020,May 13, 2020,2019,Korean , English,1322nd,Wow",South Korea,"May 13, 2020",,,Wow,,,,Park Song-yee,,F,"5'4"" (162 cm)",,Songyee (Korean: 송이; Japanese: ソンイ) is a South Korean singer under NV Entertainment. She is a former member of the girl group woo!ah!.,송이,1322nd,"Korean,English",박송이,,https://kpopping.com/profiles/idol/Songyee,https://www.instagram.com/songiyee/,Songyee,,,Libra
https://kpopping.com/profiles/group/TRI-BE,TRI.BE,(2021),2018-2021,24 years old,0,0,"March 22, 1997",A,"https://kpopping.com/company/TR-Entertainment,https://kpopping.com/company/Lionheart-Entertainment,https://kpopping.com/company/Banana-Culture","TR Entertainment,Lionheart Entertainment,Banana Culture","December 29, 2020 - present,January 1, 2020 - December 29, 2020,September 23, 2018 - December 31, 2019,February 17, 2021,2018-2021,English, Korean,8 Years,494th,TRUE",South Korea,"February 17, 2021",,,TRUE,,,,Kim Song Sun,,F,"5'3"" (160 cm)",,SongSun (송선) is a South Korean singer under TR Entertainment. She is a member of the girl group TRI.BE. She was also a former member of the disbanded trainee group Banana Culture Newkid.,송선,494th,"English,Korean",김송선,,https://kpopping.com/profiles/idol/SongSun,,SongSun,8 Years,92.6 lbs (42 kg),Aries
https://kpopping.com/profiles/group/Q6IX,Q6IX,(2019-2021),2019-2021,,0,0,,,,,"2019-2021,4465th",South Korea,,,,,,,,,,F,,,Songi (송이) is a South Korean singer. She was a pre-debut member of the girl group Q6IX.,송이,4465th,,,,https://kpopping.com/profiles/idol/Songi2,,Songi,,,
https://kpopping.com/profiles/group/HeyMiss,HeyMiss,(2016-2021),2016-2021,29 years old,0,0,"March 23, 1992",,,,"December 6, 2016,2016-2021,4461st",South Korea,"December 6, 2016",,,,,,,,,F,"5'7"" (171 cm)",Gwangju,Songi (송이) is a South Korean singer and dancer. She was a member of the girl group HeyMiss.,송이,4461st,,,,https://kpopping.com/profiles/idol/Songi,,Songi,,,Aries
,,,,,0,0,,,,,"June 15, 2011,4307th",South Korea,"June 15, 2011",,,,https://kpopping.com/profiles/group/Kassia,Kassia,(2011),,,F,,,Songhwi (송희) is a South Korean singer. She was a member of the girl group Kassia.,송희,4307th,,,,https://kpopping.com/profiles/idol/Songhwi,,Songhwi,,,
https://kpopping.com/profiles/group/BVNDIT,BVNDIT,(2019-2021),2019-2021,23 years old,0,0,"November 8, 1998",B,https://kpopping.com/company/MNH-Entertainment,MNH Entertainment,"January 1, 2019 - present,April 10, 2019,2019-2021,Korean,1817th,BVNDITBUL",South Korea,"April 10, 2019",,,BVNDITBUL,,,,Yoon Songhee,"She says she sweats easily, so Winter is her favorite Season,She likes going for walks,According to Songhee, she may look like the strongest but she is the easiest to get hurt among the group.,Songhee isn't a picky eater.,Songhee loves watching youtube videos and fashion.",F,"5'6"" (168 cm)","Seongnam, Gyeonggi-do",,송희,1817th,Korean,윤송희,,https://kpopping.com/profiles/idol/Songhee,,Songhee,,,Scorpio
,,,2011-2021,30 years old,0,0,"September 17, 1991",,,,"March 18, 2011,2011-2021,4114th",South Korea,"March 18, 2011",,,,https://kpopping.com/profiles/group/SWINCLE,SWINCLE,(2011),Han Songhee,,F,"5'5"" (165 cm)",,"Songhee (송희) is a South Korean singer. She was a member of the girl group SWINCLE. In 2013, she redebuted in C.L.O with WALWARI‘s J’yunky. They disbanded quickly after releasing one single.",송희,4114th,,한송희,,https://kpopping.com/profiles/idol/Songhee2,https://www.instagram.com/ssongpinklove/?hl=bg,Songhee,,,Virgo
