medical_specialty;doc_name;hospital;hospital_affiliations;doc_special_expertise;hospital_address;hospital_telephone
Radiation Oncology;Kim Vu Neisler, MD;Radiation Oncology Services; Piedmont Henry Hospital; breast cancer, intensity modulated radiotherapy (IMRT);960 Hospital Drive, Stockbridge, 30281;678-251-1099
Radiation Oncology;Adam W. Nowlan, MD;Peachtree Radiation Oncology; Piedmont Atlanta Hospital; clinical trials, breast cancer, prostate cancer, colon and rectal cancer;1800 Howell Mill Road, Suite LL10, Atlanta, 30318;404-425-7900
Cardiac Electrophysiology;Salem N. Sayar, MD;The Heart Center of Northeast Georgia Medical Center; Northeast Georgia Medical Center; arrhythmias, atrial fibrillation, ventricular tachycardia ablation, pacemaker/defibrillators;200 South Enota Drive, Suite 200, Gainesville 30501;770-534-2020
Cardiac Electrophysiology;Anand D. Shah, MD;Emory Heart & Vascular Center; Emory University Hospital, Emory Saint Joseph’s Hospital; arrhythmias, pacemaker/defibrillators, heart failure, ventricular tachycardia ablation;1365 Clifton Road NE, Building A, Floor 2, Atlanta, 30322;404-778-5299
Dermatology;Anjeli Gupta Laungani, MD;Dermatology & Surgery Specialists of North Atlanta; Piedmont Atlanta Hospital; medical dermatology, cosmetic dermatology, dermatologic surgery;4800 Olde Towne Parkway, Suite 250, Marietta, 30068;770-971-3376
Dermatology;Anna M. Pare, MD;Dermatology Consultants; Piedmont Atlanta Hospital; cosmetic dermatology, medical dermatology, dermatologic surgery;3280 Howell Mill Road NW, Suite 101, Atlanta, 30327;404-351-7546
Pulmonary Disease;Russell French, MD;Wellstar Medical Group Pulmonary Medicine; Wellstar Cobb Hospital, Wellstar Douglas Hospital;;4550 Cobb Parkway NW, Suite 210, Acworth, 30101;770-422-1372
Pulmonary Disease;Prasad S. Garimella, MD;Gwinnett Pulmonary Group; Northside Hospital Lawrenceville; sleep disorders, lung cancer, critical care, sleep medicine;631 Professional Drive, Suite 350, Lawrence­ville, 30046;770-995-0630
Urology;Mark A. Haber, MD;Georgia Urology; Northside Hospital, Northside Hospital Forsyth; urology (female), urologic cancer, kidney stones, laparoscopic surgery;1800 Northside Forsyth Drive, Suite 370, Cumming, 30041;770-889-9737
Gastroenterology;Neal K. Osborn, MD;Atlanta Gastroenterology Associates; Wellstar Douglas Hospital, Wellstar Paulding Hospital; colon cancer, hemorrhoids, inflammatory bowel disease, gastrointestinal disorders;8855 Hospital Drive, Suite 101, Douglasville, 30134;678-784-5020
Pediatrics;Anuradha N. Sheth, MD;Pediatric Associates of Lawrenceville;;;38 Old Norcross Road, Suite 100, Lawrenceville, 30046;770-277-6725
Internal Medicine;Richard D. Kaplan, MD;Personal Care Physicians of Atlanta; Emory Saint Joseph’s Hospital, Northside Hospital; concierge medicine;5673 Peachtree Dunwoody Road NE, Suite 950, Atlanta, 30342;404-256-3135
Internal Medicine;Robert S. Kaufmann, MD;The Kaufmann Clinic; Emory University Hospital Midtown; weight management, women’s health, men’s health, anxiety and depression;550 Peachtree Street NE, Suite 1700, Atlanta, 30308;404-881-9727
Endocrinology, Diabetes & Metabolism;Rachna A. Relwani, MD;Laureate Medical Group; Northside Hospital;;6135 Barfield Road, Suite 200, Atlanta, 30328;404-649-6999
Endocrinology, Diabetes & Metabolism;Era S. Shah, MD;Endocrine Specialists of Atlanta; Northside Hospital;;975 Johnson Ferry Road NE, Suite 400, Atlanta, 30342;404-843-4000
Obstetrics & Gynecology;Michael A. Dawson, MD;Atlanta Women’s Specialists; Northside Hospital;;5445 Meridian Mark Road NE, Suite 430, Atlanta, 30342;404-252-5196
Cardiovascular Disease;Thomas M. Guest, MD;Emory Heart & Vascular Center; Emory Saint Joseph’s Hospital; nuclear cardiology, echocardiography, cardiac catheterization;5671 Peachtree Dunwoody Road, Suite 300, Atlanta, 30342;404-778-5299
Cardiovascular Disease;Nabeel A. Hafeez, MD;Northside Heart; Northside Hospital, Emory Saint Joseph’s Hospital; nuclear cardiology, echocardiography, echocardiography (transesophageal), cardiac imaging;5670 Peachtree Dunwoody Road NE, Suite 880, Atlanta, 30342;404-256-2525
Thoracic & Cardiac Surgery;William B. Keeling, MD;Division of Cardiothoracic Surgery; Grady Memorial Hospital; minimally invasive heart valve surgery, aortic valve replacement (transcatheter TAVR);Grady Memorial Hospital,  80 Jesse Hill Jr. Drive SE, Atlanta, 30303;404-616-1000
Thoracic & Cardiac Surgery;Saeid Khansarinia, MD;Piedmont Heart Institute; Piedmont Atlanta Hospital; robotic surgery, minimally invasive surgery, thoracic cancers, esophageal disorders and cancer;95 Collier Road NW, Suite 2055, Atlanta, 30309;404-605-5111
Surgery;Christopher J. Hart, MD;Johns Creek Surgery; Emory Johns Creek Hospital, Northside Hospital Forsyth; bariatric/obesity surgery, laparoscopic surgery, gastrointestinal surgery, gastric bypass;6920 McGinnis Ferry Road, Suite 340, Suwanee, 30024;770-232-2911
Surgery;Jeffrey S. Hoadley, MD;North Atlanta Surgical Associates; Northside Hospital; hepatobiliary surgery, sports hernia;980 Johnson Ferry Road NE, Suite 880, Atlanta, 30342;404-255-4901
Plastic Surgery;Nelson E. Castillo, MD;Nelson Center for Plastic & Reconstructive Surgery; Northside Hospital, Wellstar North Fulton Hospital; cosmetic surgery (breast), breast reconstruction, hand surgery, liposuction and body contouring;5445 Meridian Mark Road, Suite 395, Atlanta, 30342;470-440-1777
Plastic Surgery;Puya Davoodi, MD;Northeast Georgia Plastic Surgery Associates; Northeast Georgia Medical Center; breast cosmetic and reconstructive surgery, mommy makeover, facial cosmetic surgery, body contouring after weight loss;1296 Sims Street NE, Suite B, Gainesville, 30501;770-534-1856
Physical Medicine & Rehabilitation;Holmes B. Marchman, MD;The Longstreet Clinic; Northeast Georgia Medical Center; spinal rehabilitation, electrodiagnosis, sports medicine;655 Jesse Jewell Parkway SE, Building C, Gainesville, 30501;770-532-7092
Physical Medicine & Rehabilitation;Kenneth R. Mautner, MD;Emory Orthopaedics & Spine Center; Emory University Hospital; sports medicine, musculoskeletal disorders, PRP (platelet rich plasma), sports injuries;1968 Hawks Lane, Brookhaven, 30329;404-778-3350
Pediatric Hematology-Oncology;Glen Lew, MD;Aflac Cancer & Blood Disorders Center; Children’s Healthcare of Atlanta at Scottish Rite, Children’s Healthcare of Atlanta at Egleston; leukemia, leukemia in Down syndrome, lymphoma, clinical trials;5461 Meridian Mark Road NE, Suite 400, Atlanta, 30342;404-785-3240
Pediatric Hematology-Oncology;Tobey J. MacDonald, MD;Aflac Cancer & Blood Disorders Center; Children’s Healthcare of Atlanta at Scottish Rite, Children’s Healthcare of Atlanta at Egleston; brain tumors, neuro-oncology;5461 Meridian Mark Road NE, Suite 400, Atlanta, 30342;404-785-112
Pediatric Gastroenterology;Nirav R. Patel, MD;Atlanta Gastroenterology Associates; Children’s Healthcare of Atlanta at Scottish Rite; inflammatory bowel disease, celiac disease, constipation, gastroesophageal reflux disease (GERD);5445 Meridian Mark Road NE, Suite 490, Atlanta, 30342;404-843-6320
Pediatric Gastroenterology;Larry M. Saripkin, MD;GI Care for Kids; Children’s Healthcare of Atlanta at Scottish Rite; inflammatory bowel disease, constipation;993D Johnson Ferry Road NE, Suite 440, Atlanta, 30342;404-257-0799
Pediatric Cardiology;James A. Kuo, MD;Sibley Heart Center Cardiology; Children’s Healthcare of Atlanta at Egleston, Children’s Healthcare of Atlanta at Scottish Rite; interventional cardiology, congenital heart disease;2835 Brandywine Road, Suite 400, Atlanta, 30341;404-256-2593
Pediatric Cardiology;Denver Sallee III, MD;Sibley Heart Center Cardiology; Children’s Healthcare of Atlanta at Egleston, Children’s Healthcare of Atlanta at Scottish Rite; cardiac MRI, fetal echocardiography;2835 Brandywine Road, Suite 400, Atlanta, 30341;404-256-2593
Pain Medicine;David J. Rosenfeld, MD;Alliance Spine & Pain Centers; Piedmont Newton Hospital, Piedmont Rockdale Hospital; pain (back and neck), pain (spine), pain (neuropathic), reflex sympathetic dystrophy (RSD);2061 Peachtree Road NE, Suite 225, Atlanta, 30309;770-929-9033
Orthopaedic Surgery;Stephen R. Fisher, MD;Northside Hospital Orthopaedic Institute; Northside Hospital, Northside Hospital Lawrenceville; sports medicine, sports injuries, musculoskeletal disorders, knee injuries;1839 Buford Highway, Suite 100, Buford, 30518;404-847-4382
Orthopaedic Surgery;Evander F. Fogle, MD;Resurgens Orthopaedics; Emory Saint Joseph’s Hospital; shoulder and elbow surgery, knee surgery, sports medicine, arthroscopic surgery;5671 Peachtree Dunwoody Road, Suite 700, Atlanta, 30342;404-847-9999
Reproductive Endocrinology/Infertility;Jessica B. Spencer, MD;Emory Reproductive Center; Emory University Hospital Midtown, Emory University Hospital;;550 Peachtree Street NE, Medical Office Tower, Floor 18, Atlanta, 30308;404-778-3401
Reproductive Endocrinology/Infertility;Andrew A. Toledo, MD;Reproductive Biology Associates; Northside Hospital, Piedmont Atlanta Hospital; infertility (IVF), reproductive surgery, miscarriage (recurrent);1100 Johnson Ferry Road NE, Suite 200, Atlanta, 30342;404-257-1900
Vascular Surgery;Shariq Sayeed, MD;Vascular Surgical Associates; Wellstar Cobb Hospital, Wellstar Kennestone Hospital, Wellstar North Fulton Hospital; minimally invasive surgery, endovascular surgery, aneurysm (aortic), vein disorders;2041 Mesa Valley Way, Suite 185, Austell, 30106;770-423-0595
Radiation Oncology;Peter Possert, MD;Northside Hospital Cancer Institute; Northside Hospital, Northside Hospital Cherokee; stereotactic radiosurgery;1000 Johnson Ferry Road NE, Atlanta, 30342;404-851-8850
Radiation Oncology;Geetha S. Rao, MD;Radiation Oncology Services; Piedmont Fayette Hospital, Piedmont Atlanta Hospital; breast cancer, prostate cancer, head and neck cancer;1255 Highway 54 West, Building 1267, Suite 1100, Fayetteville, 30214;770-719-5850
Cardiac Electrophysiology;Bruce S. Stambler, MD;Piedmont Heart Institute; Piedmont Atlanta Hospital, Piedmont Fayette Hospital;;275 Collier Road NW, Suite 500, Atlanta, 30309;404-605-2888
Cardiac Electrophysiology;Stacy Westerman, MD;Emory Heart & Vascular Center; Emory University Hospital; pacemaker/defibrillators, catheter ablation, arrhythmias;1365 Clifton Road NE, Building A, Floor 2, Atlanta, 30322;404-778-5299
Dermatology;Michael B. Reynolds, MD;Lanier Dermatology & Skin Cancer Specialists; Northeast Georgia Medical Center; medical dermatology, dermatologic surgery;605 South Enota Drive, Gainesville, 30501;770-538-0208
Dermatology;Zakiya Pressley Rice, MD;Dermatology Associates of Georgia; facial rejuvenation, hyperhidrosis, pediatric dermatology, telemedicine;;2061 Peachtree Road NE, Suite 400, Atlanta, 30309;404-554-0810
Pulmonary Disease;Alexander Gluzman, MD;Piedmont Pulmonary & Sleep; Piedmont Atlanta Hospital; bronchoscopy (advanced);275 Collier Road NW, Suite 300, Atlanta, 30309;404-350-0009
Pulmonary Disease;David M. Guidot, MD;Department of Pulmonology; Emory University Hospital, Emory University Hospital Midtown;;Emory Clinic, 1365 Clifton Road NE, Building A, Floor 3, Atlanta, 30322;404-778-3261
Pulmonary Disease;Jody M. Hughes, MD;Wellstar Medical Group Pulmonary Medicine; Wellstar Kennestone Hospital, Wellstar Cobb Hospital; lung disease, respiratory failure, bronchitis, asthma;1664 Mulkey Road, Austell, 30106;770-422-1372
Urology;Joan E. Hader, MD;Urology Specialists of Atlanta; Emory Saint Joseph’s Hospital, Northside Hospital; urology (female), urologic cancer, incontinence;5673 Peachtree Dunwoody Road, Suite 910, Atlanta, 30342;404-255-3822
Urology;George W. Jabren, MD;Urology of Greater Atlanta; Piedmont Henry Hospital, Wellstar Spalding Regional Hospital;;290 Country Club Drive, Suite 100, Stockbridge, 30281;770-474-5281
Gastroenterology;Cliff Parrish, MD;Atlanta Center for Gastroenterology; Emory Decatur Hospital; digestive disorders, inflammatory bowel disease, colon cancer screening, hepatitis;2665 North Decatur Road, Suite 550, Decatur, 30033;404-296-1986
Gastroenterology;David N. Quinn, MD;Atlanta Gastroenterology Associates; Piedmont Atlanta Hospital; gastrointestinal disorders, colon cancer screening, inflammatory bowel disease, irritable bowel syndrome;1800 Howell Mill Road, Suite 600, Atlanta, 30318;404-351-9512
Pediatrics;Philip R. Spandorfer, MD;North Atlanta Pediatric Associates; newborn care;;1100 Lake Hearn Drive, Suite 100, Atlanta, 30342;404-256-3178
Internal Medicine;Adam J. Leaderman, MD;Laureate Medical Group; Northside Hospital;;6135 Barfield Road, Suite 200, Atlanta, 30328;404-649-6999
Endocrinology, Diabetes & Metabolism;David Shore, MD;North Atlanta Endocrinology & Diabetes; Northside Hospital Lawrenceville;;771 Old Norcross Road, Suite 200, Lawrence­ville, 30046;770-339-1387
Endocrinology, Diabetes & Metabolism;Vin Tangpricha, MD, PhD;Department of Endocrinology; Emory University Hospital, Emory University Hospital Midtown; osteoporosis, calcium disorders, transgender medicine, clinical trials;1365 Clifton Road NE, Building A, Floor 3, Atlanta, 30322;404-778-3280
Obstetrics & Gynecology;Kristin E. Delahanty, MD;Roswell OB/GYN; Northside Hospital Forsyth, Northside Hospital; gynecology only;1800 Northside Forsyth Drive, Suite 260, Cumming, 30041;770-751-3600
Obstetrics & Gynecology;Andre L. Denis, MD;Atlanta Center for Reproductive Medicine; Northside Hospital; infertility (IVF), telemedicine;5909 Peachtree Dunwoody Road, Suite 600, Atlanta, 30328;770-928-2276
Cardiovascular Disease;Azizul Hoque, MD, PhD;Emory Heart Center at Rockdale; Emory University Hospital, Emory University Hospital Midtown; noninvasive cardiology, hypertension, cholesterol/lipid disorders;1400 Wellbrook Circle, Suite 103, Conyers, 30012;404-778-8150
Thoracic & Cardiac Surgery;Bradley G. Leshnower, MD;Division of Cardiothoracic Surgery; Emory University Hospital, Emory University Hospital Midtown; aneurysm, minimally invasive surgery, heart valve surgery, coronary artery surgery;Emory University Hospital, 1365 Clifton Road NE, Building A, Suite 2236, Atlanta, 30322;404-778-3484
Surgery;Marwan M. Kazimi, MD;Piedmont Transplant Institute; Piedmont Atlanta Hospital; hepatobiliary surgery, liver surgery (complex), transplant (liver), transplant (bowel);1968 Peachtree Road NW, Building 77, Floor 5, Atlanta, 30309;404-605-4600
Surgery;Kimberly Lairet, MD;North Atlanta Breast Care; Northside Hospital Forsyth; breast cancer and surgery;1400 Northside Forsyth Drive, Suite 290, Cumming, 30041;770-292-3000
Plastic Surgery;Mark F. Deutsch, MD;Perimeter Plastic Surgery; Northside Hospital, Piedmont Fayette Hospital; gynecomastia;980 Johnson Ferry Road NE, Suite 510, Atlanta, 30342;404-255-0886
Plastic Surgery;Lisa M. DiFrancesco, MD;DiFrancesco Plastic Surgery; Piedmont Atlanta Hospital, Northside Hospital; cosmetic surgery, eyelid surgery, breast cosmetic and reconstructive surgery, facial rejuvenation;1800 Howell Mill Road NW, Suite 400, Atlanta, 30318;404-377-3474
Physical Medicine & Rehabilitation;Michael K. Schaufele, MD;Alliance Spine & Pain Centers; Piedmont Atlanta Hospital, Wellstar Kennestone Hospital; pain (cancer);400 Tower Road, Suite 350, Marietta, 30060;770-929-9033
Pediatric Hematology-Oncology;Thomas A. Olson, MD;Aflac Cancer & Blood Disorders Center; Children’s Healthcare of Atlanta at Egleston; germ cell tumors, retinoblastoma, sarcoma, solid tumors;1405 Clifton Road NE, Atlanta, 30322;404-785-1200
Pediatric Cardiology;Neill Videlefsky, MD;Sibley Heart Center Cardiology; Children’s Healthcare of Atlanta at Egleston, Children’s Healthcare of Atlanta at Scottish Rite; congenital heart disease;2835 Brandywine Road, Suite 400, Atlanta, 30341;404-256-2593
Pediatric Cardiology;Stephanie Wechsler, MD;Emory Medical Genetics; Emory University Hospital; congenital heart disease, Marfan syndrome;1365 Clifton Road, Building B, Suite 2200, Atlanta, 30322;404-778-8570
Orthopaedic Surgery;Donald E. Fowler, MD;Piedmont Orthopedics/OrthoAtlanta; Wellstar Paulding Hospital, Piedmont Fayette Hospital; sports medicine, shoulder and knee surgery, arthroscopic surgery, joint replacement;455 Legends Place SE, Suite 890, Atlanta, GA 30339;404-418-9090
Vascular Surgery;Brooks Alan Whitney, MD;Northside Vascular Surgery; Northside Hospital, Northside Hospital Forsyth; carotid artery surgery, aortic and visceral artery surgery, arterial bypass surgery, endovascular surgery;980 Johnson Ferry Road, Suite 1040, Atlanta, 30342;678-369-5454
Vascular Surgery;Joseph I. Zarge, MD;Emory Clinic Vascular Surgery; Emory Saint Joseph’s Hospital, Emory Johns Creek Hospital; carotid artery angioplasty and stent, aneurysm (aortic), peripheral vascular disease, varicose veins;5673 Peachtree Dunwoody Road, Suite 675, Atlanta, 30342;678-843-5400
