active_years,agency_links,agency_names,association_links,association_names,birth_name,birth_place,bloodtype,family,family_links,fandom,fandom_colors,group_debut,height,instruments,legal_name,link,name,occupation,partner_links,partners,socials,solo_debut,weight
2021–present,,,https://kpop.fandom.com//wiki/Wild_Idol,Wild Idol,Cha Sun-hyung (차선형),,,,,,,,,,,https://kpop.fandom.com/wiki/Cha_Sun_Hyung,Cha Sun Hyung,Trainee,,,https://www.instagram.com/10169.9/,,
2016–present,https://kpop.fandom.com//wiki/FNC_Entertainment,FNC Entertainment,"https://kpop.fandom.com//wiki/SF9,https://kpop.fandom.com//wiki/SHAX","SF9,SHAX",Kang Chan-hee (강찬희),"Daejeon, South Korea",A,Kang Suk-hee,[None],,,"October 5, 2016",177 cm (5 ft 10 in),"Violin, piano",,https://kpop.fandom.com/wiki/Cha_Ni,Cha Ni,"Singer, rapper, songwriter, actor",,,https://www.instagram.com/c_chani_i/,,57 kg (126 lb)
2018–present,,,https://kpop.fandom.com//wiki/SHA_SHA,SHA SHA,,Japan,,,,,,"August 23, 2018",165 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Cha_Ki,Cha Ki,Singer,,,"https://www.instagram.com/ig_chaki/,https://twitter.com/OMIZU_IKAHCO,https://www.youtube.com/channel/UCiKZgv0tEjbgMNkfqQuV1ZQ",,45 kg (99 lb)
2019–present,https://kpop.fandom.com//wiki/Woollim_Entertainment,Woollim Entertainment,"https://kpop.fandom.com//wiki/DRIPPIN,https://kpop.fandom.com//wiki/Woollim_Rookie,https://kpop.fandom.com//wiki/X1,https://kpop.fandom.com//wiki/Produce_X_101","DRIPPIN,Woollim Rookie,X1,Produce X 101",Cha Jun-ho (차준호),"Hongseong-gun, South Chungcheong, South Korea",A,,,,,"August 27, 2019",179 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Cha_Jun_Ho,Cha Jun Ho,Singer,,,,,63 kg (139 lb)
2017–present,"https://kpop.fandom.com//wiki/WM_Entertainment,https://kpop.fandom.com/#cite_note-1","WM Entertainment,[1]",,,Cha Yoon-ji (차윤지),"Gwangju, South Korea",O,Baro,https://kpop.fandom.com//wiki/Baro,,,,157 cm (5 ft 2 in),,,https://kpop.fandom.com/wiki/Cha_Yoon_Ji,Cha Yoon Ji,Singer,,,"https://www.instagram.com/yoooon_g_/,https://www.youtube.com/channel/UCGmCogPVdfUFppUEJKRythw","January 12, 2017",
2016–present,https://kpop.fandom.com//wiki/ABYSS_Company,ABYSS Company,,,Cha Hyung-seung (차형승),,,,,,,,,,,https://kpop.fandom.com/wiki/Cha_Hyung_Seung,Cha Hyung Seung,Trainee,,,,,
2017–2019,https://kpop.fandom.com//wiki/Fantagio_Music,Fantagio Music,https://kpop.fandom.com//wiki/SURPRISE_U,SURPRISE U,Lee Jae-ho (이재호),"Daegu, South Korea",,,,,,"July 7, 2017",,,,https://kpop.fandom.com/wiki/Cha_In_Ha,Cha In Ha,"Singer, actor",,,https://www.instagram.com/chainha_715/,,
2013-present,https://kpop.fandom.com//wiki/FNC_Entertainment,FNC Entertainment,https://kpop.fandom.com//wiki/N.Flying,N.Flying,Cha Hun (차훈),"Seoul, South Korea",,,,,,"October 1, 2013",180 cm (5 ft 11 in),Guitar,,https://kpop.fandom.com/wiki/Cha_Hun,Cha Hun,"Musician, songwriter",,,https://www.instagram.com/cchh_0712/,,68 kg (150 lb)
2014–present,https://kpop.fandom.com//wiki/Fantagio,Fantagio,"https://kpop.fandom.com//wiki/ASTRO,https://kpop.fandom.com//wiki/S.O.U.L","ASTRO,S.O.U.L",Lee Dong-min (이동민),"Anyang, South Korea",B,,,,,"February 23, 2016",183 cm (6 ft 0 in),,,https://kpop.fandom.com/wiki/Cha_Eun_Woo,Cha Eun Woo,"Singer, actor",,,"https://www.instagram.com/eunwo.o_c/,https://www.tiktok.com/@at_chaeunwoo",,64 kg (141 lb)
2010–present,,"BANA,Illionaire Records",,"Jazzyfact,Hot Clip",Im Seong-bin (임성빈),,AB,,,,,"October 26, 2010",,,,https://kpop.fandom.com/wiki/Beenzino,Beenzino,Rapper,,,https://www.instagram.com/realisshoman/,"June 1, 2012",
2017-present,,,https://kpop.fandom.com//wiki/AWESOME_(group),AWESOME,,,,,,,,,,,,https://kpop.fandom.com/wiki/BeatYou,BeatYou,Singer,,,"https://www.instagram.com/beatyouJ/,https://www.youtube.com/user/beatyouJ",,
2017–present,,,https://kpop.fandom.com//wiki/MVP,MVP,Park Young-bin (박영빈),"Daejeon, South Korea",AB,Jin,https://kpop.fandom.com//wiki/Jin_(MVP),,,"March 13, 2017",177 cm (5 ft 10 in),,,https://kpop.fandom.com/wiki/Been,Been,Singer,,,https://www.instagram.com/been_y_/,,
2011–present,"https://kpop.fandom.com/#cite_note-1,https://kpop.fandom.com//wiki/WM_Entertainment","[1],WM Entertainment",https://kpop.fandom.com//wiki/B1A4,B1A4,Cha Sun-woo (차선우),"Gwangju, South Korea",B,Cha Yoon Ji,https://kpop.fandom.com//wiki/Cha_Yoon_Ji,,,"April 23, 2011",,,,https://kpop.fandom.com/wiki/Baro,Baro,"Singer, rapper, actor",,,,,
2012–present,https://kpop.fandom.com//wiki/Brave_Entertainment,Brave Entertainment,https://kpop.fandom.com//wiki/BIGSTAR,BIGSTAR,Lee Young Jun (이영준),"Busan, South Korea",AB,,,,,,175 cm,,,https://kpop.fandom.com/wiki/Baram,Baram,"Singer,rapper",,,,,63kg
2013–present,https://kpop.fandom.com//wiki/Liveworks_Company,Liveworks Company,"https://kpop.fandom.com//wiki/1TEAM,https://kpop.fandom.com//wiki/MIXNINE,https://kpop.fandom.com//wiki/BOYS24_(group),https://kpop.fandom.com//wiki/BOYS24_(show),https://kpop.fandom.com//wiki/I-REX","1TEAM,MIXNINE,BOYS24,BOYS24,I-REX",Jin Sung-ho (진성호),"Texas, USA",O,,,,,"October 21, 2013",174 cm (5’8”),,,https://kpop.fandom.com/wiki/BC,BC,"Rapper, musician",,,,,58 kg (128 lbs)
2015–present,https://kpop.fandom.com//wiki/A_team,A team,https://kpop.fandom.com//wiki/VAV,VAV,Choi Chung-hyeop (최충협),"Osan, South Korea",A,,,,Blue,"October 31, 2015",180 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/BaRon,BaRon,Singer,,,https://www.instagram.com/baron.vav/,,61 kg (134 lb)
2021–present,,,https://kpop.fandom.com//wiki/Ferry_Blue,Ferry Blue,Beak Seon-a (백선아),South Korea,AB,,,,,,163 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Beak_Seona,Beak Seona,"Singer, dancer",,,https://www.instagram.com/friday_seon_a/,,
2016–present,,,"https://kpop.fandom.com//wiki/LUCENTE,https://kpop.fandom.com//wiki/Burn_Up_30","LUCENTE,Burn Up 30",Bae Sung-yeob (배성엽),South Korea,O,,,,,"September 18, 2018",182 cm (6 ft 0 in),,,https://kpop.fandom.com/wiki/Bao,Bao,"Rapper, composer, Twitch streamer",,,"https://www.instagram.com/bao_dayday/,https://www.twitch.tv/bsy9605,https://twitter.com/Lucente_Bao",,63 kg (139 lb)
2018–present,https://kpop.fandom.com//wiki/YG_Entertainment,YG Entertainment,"https://kpop.fandom.com//wiki/TREASURE,https://kpop.fandom.com//wiki/YG_Treasure_Box","TREASURE,YG Treasure Box,K-Pop Star 2",Bang Ye-dam (방예담),"Seoul, South Korea",A,"Bang Daesik,Jeong Miyeong","[None, None]",,,"August 7, 2020",173 cm (5 ft 8 in),,,https://kpop.fandom.com/wiki/Bang_Ye_Dam,Bang Ye Dam,Singer,,,,"June 5, 2020",61 kg (134 lb)
2008–present,https://kpop.fandom.com//wiki/TS_Entertainment,TS Entertainment,https://kpop.fandom.com//wiki/B.A.P,B.A.P,,"Incheon, South Korea",O,"Bang Natasha,Bang Yong-nam","[None, None]",,,"January 26, 2012",182 cm (6 ft 0 in),,,https://kpop.fandom.com/wiki/Bang_Yongguk,Bang Yongguk,"Rapper, songwriter, producer",,,"https://www.instagram.com/bangstergram/,https://soundcloud.com/bangxter,https://twitter.com/BAP_Bangyongguk,https://www.youtube.com/channel/UCdDdahLgzjnBe4CebA44p-Q","April 3, 2015",60 kg (130 lb)
1997–present,https://kpop.fandom.com//wiki/HYBE,HYBE,,,Bang Si-hyuk (방시혁),"Seoul, South Korea",,,,,,,,,,https://kpop.fandom.com/wiki/Bang_Si_Hyuk,Bang Si Hyuk,"Producer, music executive",,,https://twitter.com/hitmanb,,
2017–present,https://kpop.fandom.com//wiki/Amoeba_Culture,Amoeba Culture,https://kpop.fandom.com//wiki/S.O.U.L,S.O.U.L,Bang Jae-min (방재민),"Seoul, South Korea",,,,,,"October 2, 2018",180 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/Bang_Jae_Min,Bang Jae Min,Rapper,,,https://www.instagram.com/a.mond_jaemin/,,
2012–present,https://kpop.fandom.com//wiki/SM_Entertainment,SM Entertainment,"https://kpop.fandom.com//wiki/EXO,https://kpop.fandom.com//wiki/EXO-K,https://kpop.fandom.com//wiki/EXO-CBX,https://kpop.fandom.com//wiki/SuperM,https://kpop.fandom.com//wiki/SMTOWN","EXO,EXO-K,EXO-CBX,SuperM,SMTOWN",Byun Baek-hyun (변백현),"Bucheon, Gyeonggi-do, South Korea",O,Byun Baek-beom,[None],,,"April 9, 2012",174 cm (5 ft 9 in),,,https://kpop.fandom.com/wiki/Baekhyun,Baekhyun,"Singer, actor",https://kpop.fandom.com//wiki/Taeyeon,Taeyeon,"https://www.instagram.com/baekhyunee_exo/,https://twitter.com/B_hundred_Hyun,https://www.youtube.com/channel/UCUyr5000laFgF79tWJB3rXQ","July 10, 2019",53 kg (117 lb)
2015–present,https://kpop.fandom.com//wiki/JYP_Entertainment,JYP Entertainment,"https://kpop.fandom.com//wiki/Stray_Kids,https://kpop.fandom.com//wiki/3RACHA","Stray Kids,3RACHA",Christopher Bahng,"Seoul, South Korea",O,Hannah Bahng,[None],,,"March 25, 2018",171 cm (5 ft 7 in),,,https://kpop.fandom.com/wiki/Bang_Chan,Bang Chan,"Singer, rapper, producer, composer, songwriter",,,,,
2020–present,,,https://kpop.fandom.com//wiki/Girls2000,Girls2000,Ban Seol-hee (반설희),"Seoul, South Korea",B,,,,,"March 5, 2020",161 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Ban_Seolhee,Ban Seolhee,"Singer-songwriter, producer",,,"https://www.instagram.com/1004doll/,https://www.twitch.tv/dollfie11,https://twitter.com/1004dolly,https://soundcloud.com/dangerousloveli,https://www.youtube.com/channel/UCQbbtYbQkEQFZm-T2uVWynQ","January 4, 2020",
2012–present,https://kpop.fandom.com//wiki/Pledis_Entertainment,Pledis Entertainment,https://kpop.fandom.com//wiki/NU%27EST,NU'EST,Kang Dong-ho (강동호),"Jeju, South Korea",AB,,,,,,175 cm (5 ft 9 in),,,https://kpop.fandom.com/wiki/Baekho,Baekho,"Singer, songwriter, producer, actor",,,https://www.instagram.com/realbaekho/,,75 kg (165 lb)
2018–2019,,,"https://kpop.fandom.com//wiki/HeyGirls,https://kpop.fandom.com//wiki/Rendezvous_(group)","HeyGirls,Rendezvous",Yu Baek-hap (유백합),"Seoul, South Korea",,,,,,,,,,https://kpop.fandom.com/wiki/Baekhap,Baekhap,singer,,,"https://www.instagram.com/baekhap_/,https://www.youtube.com/channel/UCBWfn-wv65_skdt2UDyhfUw",,
2018–present,"https://kpop.fandom.com//wiki/Bluedot_Entertainment,https://kpop.fandom.com//wiki/Play_M_Entertainment,https://kpop.fandom.com//wiki/FAVE_Entertainment","Bluedot Entertainment,Play M Entertainment,FAVE Entertainment","https://kpop.fandom.com//wiki/JUST_B,https://kpop.fandom.com//wiki/PlayM_BOYS,https://kpop.fandom.com//wiki/Under_Nineteen","JUST B,PlayM BOYS,Under Nineteen",Song Byeong-hee (송병희),"Daejeon, South Korea",AB,,,,,"June 30, 2021",182 cm (6 ft 0 in),,,https://kpop.fandom.com/wiki/Bain,Bain,Singer,,,,,66 kg (146 lb)
2020–present,,,https://kpop.fandom.com//wiki/Sour_Sweet,Sour Sweet,Shim Geum-ju (심금주),,,,,,,,,,,https://kpop.fandom.com/wiki/Baekha_(Sour_Sweet),Baekha,Trainee,,,https://www.instagram.com/jju_0613/,,
2020–present,https://kpop.fandom.com//wiki/C9_Entertainment,C9 Entertainment,https://kpop.fandom.com//wiki/EPEX,EPEX,Kim Hyun-woo (김현우),"Seoul, South Korea",AB,,,,,"June 8, 2021",186 cm (6 ft 1 in),,,https://kpop.fandom.com/wiki/Baek_Seung,Baek Seung,Rapper,,,,,64 kg (141 lb)
2019–present,https://kpop.fandom.com//wiki/N.CH_Entertainment,n.CH Entertainment,"https://kpop.fandom.com//wiki/World_Klass,https://kpop.fandom.com//wiki/MARS_(group)","World Klass,MARS",Yoo Han-jun (유한준),South Korea,AB,,,,,,,,,https://kpop.fandom.com/wiki/Baek_Seo_Hoo,Baek Seo Hoo,"Actor, singer",,,https://www.instagram.com/seohoo._.b/,,
2011–2018,,,https://kpop.fandom.com//wiki/Year_7_Class_1,Year 7 Class 1,Jang Ji-soo (장지수),"Seoul, South Korea",,,,,,"January 24, 2014",,,,https://kpop.fandom.com/wiki/Baek_Se_Hee,Sehee,Singer,,,,,
2014–present,,,https://kpop.fandom.com//wiki/HIGH4,HIGH4,,South Korea,B,,,,,"April 8, 2014",173 cm (5 ft 8 in),,,https://kpop.fandom.com/wiki/Baek_Myung_Han,Baek Myung Han,Singer,,,https://www.instagram.com/raviss.h.ant/,,52 kg (115 lb)
2017-present,,,https://kpop.fandom.com//wiki/GreatGuys,GreatGuys,Jung Se-min (정세민),"Jeonju, South Korea",A,,,,,"August 25, 2017",187 cm (6 ft 2 in),,,https://kpop.fandom.com/wiki/Baek_Gyeol,Baek Gyeol,Singer,,,,,68 kg (150 lb)
2007–present,"https://kpop.fandom.com//wiki/YMC_Entertainment,https://kpop.fandom.com//wiki/Big_Hit_Entertainment,https://kpop.fandom.com//wiki/Source_Music","YMC Entertainment,Big Hit Entertainment,Source Music",https://kpop.fandom.com//wiki/8eight,8eight,Baek Chan (백찬),South Korea,,,,,,"November 6, 2008",,,,https://kpop.fandom.com/wiki/Baek_Chan,Baek Chan,"Singer, rapper, songwriter, composer, producer",,,"https://www.instagram.com/baekchan_129/,https://twitter.com/baekchan_129,https://www.youtube.com/channel/UCgsxlVmyGPTqWfGvOoKEnOg","March 23, 2011",
2017–present,"https://kpop.fandom.com//wiki/Pledis_Entertainment,https://kpop.fandom.com//wiki/Off_The_Record_Entertainment,https://kpop.fandom.com//wiki/Stone_Music_Entertainment,https://kpop.fandom.com//wiki/Woollim_Entertainment","Pledis Entertainment,Off The Record Entertainment,Stone Music Entertainment,Woollim Entertainment","https://kpop.fandom.com//wiki/Fromis_9,https://kpop.fandom.com//wiki/Idol_School","fromis_9,Idol School",Baek Ji-heon (백지헌),"Boseong-gun, South Jeolla, South Korea",B,Baek Ji-woo,[None],,,"January 24, 2018",166 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Baek_Jiheon,Baek Jiheon,Singer,,,https://www.instagram.com/jiheonnibaek/,,45 kg (99 lb)
2021–present,,,https://kpop.fandom.com//wiki/Wild_Idol,Wild Idol,Baek Joong-hoon (백중훈),,,"Yujin,Baekjin","https://kpop.fandom.com//wiki/Yujin_(ShaFLA),https://kpop.fandom.com//wiki/Baekjin",,,,,,,https://kpop.fandom.com/wiki/Baek_Joong_Hoon,Baek Joong Hoon,Actor,,,https://www.instagram.com/j.hun____/,,
2018–present,https://kpop.fandom.com//wiki/A100_Entertainment,A100 Entertainment,"https://kpop.fandom.com//wiki/XUM,https://kpop.fandom.com//wiki/NeonPunch,https://kpop.fandom.com//wiki/MIXNINE","XUM,NeonPunch,MIXNINE",Kim Soo-ah (김수아),"Iksan, Jeollabuk-do, South Korea",O,,,,,"June 27, 2018",169 cm (5 ft 7 in),,,https://kpop.fandom.com/wiki/Baek_Ah,Baek Ah,Singer,,,https://www.instagram.com/baekah_o3o/,,49 kg (108 lb)
2019–present,https://kpop.fandom.com//wiki/E_Entertainment,E Entertainment,https://kpop.fandom.com//wiki/E%27LAST,E'LAST,Baek Sun-woo (백선우),"Busan, South Korea",A,,,,,"June 9, 2020",180 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/Baek_Gyeul,Baek Gyeul,Singer,,,,,61 kg (134 lb)
2012–present,"https://kpop.fandom.com/#cite_note-new-1,https://kpop.fandom.com//wiki/JYP_Entertainment,https://kpop.fandom.com/#cite_note-departure-2","[1],JYP Entertainment,[2]",,,Baek A-yeon (백아연),"Seongnam, Gyeonggi-do, South Korea",B,,,,,,162 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Baek_A_Yeon,Baek A Yeon,Singer,,,"http://cafe.daum.net/100ayeon,https://www.facebook.com/100ayeon,https://www.instagram.com/ayeoniiiiii/,https://twitter.com/100ayeon","September 10, 2012",43 kg (95 lb)
2019–present,"https://kpop.fandom.com//wiki/JTG_Entertainment,https://kpop.fandom.com//wiki/N.CH_Entertainment","JTG Entertainment,n.CH Entertainment","https://kpop.fandom.com//wiki/JTG_Boys,https://kpop.fandom.com//wiki/World_Klass","JTG Boys,World Klass",Bae Si-jun (배시준),South Korea,A,,,,,,,,,https://kpop.fandom.com/wiki/Bae_Si_Jun,Bae Si Jun,Trainee,,,https://www.instagram.com/bae_si_jun/,,
2018–present,https://kpop.fandom.com//wiki/MAJOR9,MAJOR9,https://kpop.fandom.com//wiki/Under_Nineteen,Under Nineteen,Bae Hyeon-jun (배현준),,O,,,,,,180 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/Bae_Hyeonjun,Bae Hyeonjun,"Trainee, actor",,,https://www.instagram.com/hyeonjun_bae/,,69 kg (152 lb)
2017–present,https://kpop.fandom.com//wiki/C9_Entertainment,C9 Entertainment,"https://kpop.fandom.com//wiki/CIX,https://kpop.fandom.com//wiki/Wanna_One","CIX,Wanna One",Bae Jin-young (배진영),"Seoul, South Korea",B,,,,,"August 7, 2017",180 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/Bae_Jin_Young,Bae Jin Young,Singer,,,http://cafe.daum.net/OfficialBJY,"April 26, 2019",64 kg (141 lb)
2015–2016,https://kpop.fandom.com//wiki/Clevr_E%26M,Clevr E&M,https://kpop.fandom.com//wiki/Vitamin,Vitamin,Bae Ha-eun (배하은),South Korea,,,,,,"October 7, 2015",,,,https://kpop.fandom.com/wiki/Bae_Haeun,Bae Haeun,"Singer, model",,,,,
2017–present,https://kpop.fandom.com//wiki/Stone_Music_Entertainment,Stone Music Entertainment,"https://kpop.fandom.com//wiki/Idol_School,https://kpop.fandom.com//wiki/Produce_48","Idol School,Produce 48",Bae Eun-yeong (배은영),South Korea,B,,,,,,163 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Bae_Eun_Yeong,Bae Eun Yeong,Trainee,,,https://www.instagram.com/silver_s2_zero/,,50 kg (110 lb)
2020–2021,,,https://kpop.fandom.com//wiki/BLITZERS,BLITZERS,Bae Dong-ju (배동주),,,,,,,,,,,https://kpop.fandom.com/wiki/Bae_Dong_Ju,Bae Dong Ju,Trainee,,,https://www.instagram.com/do._.ongj/,,
2019–2020,https://kpop.fandom.com//wiki/OSR_Entertainment,OSR Entertainment,https://kpop.fandom.com//wiki/HINAPIA,HINAPIA,Kim Ba-da (김바다),"Incheon, South Korea",A,,,,,"November 3, 2019",162 cm (5 ft 4 in),,,https://kpop.fandom.com/wiki/Bada_(HINAPIA),Bada,"Singer, rapper",,,https://www.instagram.com/unemerlibre/,,49 kg (108 lb)
2017-present,,,https://kpop.fandom.com//wiki/AWESOME_(group),AWESOME,,,,,,,,"February 16, 2017",,,,https://kpop.fandom.com/wiki/Bada_(AWESOME),Bada,Singer,,,,,
2011–present,https://kpop.fandom.com//wiki/KQ_Produce,KQ Produce,,,Lee Jong-min (이종민),South Korea,,,,,,"May 27, 2011",,,,https://kpop.fandom.com/wiki/Babylon,Babylon,"Singer-songwriter, rapper, dancer, producer",,,https://www.instagram.com/thebabylon/,"June 30, 2015",
2008–present,https://kpop.fandom.com//wiki/Star_Empire_Entertainment,Star Empire Entertainment,"https://kpop.fandom.com//wiki/Jewelry,https://kpop.fandom.com//wiki/Unpretty_Rapstar_3","Jewelry,Unpretty Rapstar 3",Ha Joo-yeon (하주연),"Gyeongsang, South Korea",A,Ha Jae Young,[None],,,,165 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Baby_J,Baby J,Rapper,,,,,43 kg (95 lb)
1997–present,https://kpop.fandom.com//wiki/SM_Entertainment,SM Entertainment,"https://kpop.fandom.com//wiki/S.E.S.,https://kpop.fandom.com//wiki/Idol_School","S.E.S.,Idol School",Choi Sung-hee (최성희),"Bucheon, Gyeonggi-do, South Korea",AB,,,,,,164 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Bada_(S.E.S),Bada,"Singer, musical actress",,,"https://www.instagram.com/bada0228/,https://www.youtube.com/channel/UC0D7tPBhxeFxNDUrrT4JBcw",,47 kg (104 lb)
2017–present,"https://kpop.fandom.com//wiki/A_team,https://kpop.fandom.com//wiki/Starship_Entertainment","A team,Starship Entertainment","https://kpop.fandom.com//wiki/VAV,https://kpop.fandom.com//wiki/Wild_Idol,https://kpop.fandom.com//wiki/NO.MERCY","VAV,Wild Idol,NO.MERCY",No Yoon-ho (노윤호),"Ansan, Gyeonggi, South Korea",B,,,,,"February 18, 2017",183 cm (6 ft 0 in),,,https://kpop.fandom.com/wiki/Ayno,Ayno,"Rapper, songwriter, composer",,,"https://www.instagram.com/ayno.vav/,https://soundcloud.com/nohyoonho,https://www.tiktok.com/@ayno0501",,63 kg (139 lb)
2021–present,https://kpop.fandom.com//wiki/C9_Entertainment,C9 Entertainment,https://kpop.fandom.com//wiki/EPEX,EPEX,Kwon Ye-jun (권예준),"Seoul, South Korea",,,,,,"June 8, 2021",174 cm (5 ft 9 in),,,https://kpop.fandom.com/wiki/Ayden,Ayden,Rapper,,,,,55 kg (121 lb)
2019–present,,,https://kpop.fandom.com//wiki/DMZA,DMZA,Jo Yu-bin (조유빈),South Korea,O,,,,,,172 cm (5 ft 8 in),,,https://kpop.fandom.com/wiki/Ayeon_(DMZA),Ayeon,Trainee,,,,,53 kg (117 lb)
2018–2019,,,https://kpop.fandom.com//wiki/Melody_Pink,Melody Pink,Hong A-reum (홍아름),,,,,,,"October 4, 2018",160 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Aya_(Melody_Pink),Aya,Singer,,,https://www.instagram.com/aya_areum/,,
2018–present,https://kpop.fandom.com//wiki/N.CH_Entertainment,n.CH Entertainment,https://kpop.fandom.com//wiki/NATURE,"NATURE,Youth With You 2",Wáng Mèngyú (王梦妤),"Xi'an, Shaanxi, China",B,,,,Purple,"August 3, 2018",168 cm (5 ft 6 in),,,https://kpop.fandom.com/wiki/Aurora_(NATURE),Aurora,Singer,,,,,51 kg (112 lb)
2019–present,,,https://kpop.fandom.com//wiki/ENOi,ENOi,Park Dong-hyuk (박동혁),,,,,,,"April 19, 2019",181 cm (5 ft 11 in),,,https://kpop.fandom.com/wiki/Avin,Avin,Singer,,,https://www.instagram.com/an.eastshine/,,
2014–2018,,,"https://kpop.fandom.com//wiki/Be.A,https://kpop.fandom.com//wiki/MIXNINE","Be.A,MIXNINE",Park Sung-hyun (박성현),"Changwon, Gyeongsangnam-do, South Korea",,,,,,"January 7, 2014",175 cm,,,https://kpop.fandom.com/wiki/Ato,Ato,Singer,,,https://www.instagram.com/real_ato/,,58 kg
2015-present,https://kpop.fandom.com//wiki/DOUBLE_Entertainment,H Brothers Entertainment,https://kpop.fandom.com//wiki/GIRLS_GIRLS,GIRLS GIRLS,Lee Ah-ryoung (이아령),"Gangneung, Gangwon, South Korea",,,,,,"December 5, 2015",166 cm (5 ft 5 in),,,https://kpop.fandom.com/wiki/Aryoung,Aryoung,Rapper,,,,,43 kg (95 lb)
2011 • 2017–present,,,,,Kim Ah-ran (김아란),,AB,,,,,,161 cm (5 ft 3 in),,,https://kpop.fandom.com/wiki/Arran,ARRAN,"Singer, songwriter, composer",,,"http://cafe.daum.net/ARRAN,https://www.facebook.com/arranmusic,https://www.instagram.com/arran_official/,https://twitter.com/official_arran,https://www.youtube.com/channel/UCZtIWjzgL1mkQGTTRaxsPqw","July 11, 2019",
